budget_year,department,fund_code,account_type,account_category,amount
FY20,Police,1010,Expense,Personnel Services,46188
FY20,Police,1010,Expense,Personnel Services,14257
FY20,Police,1010,Expense,Personnel Services,37722
FY20,Police,1010,Expense,Personnel Services,235
FY20,Police,1010,Expense,Other Services and Charges,44200
FY20,Police,1010,Expense,Other Services and Charges,6000
FY20,Police,1010,Expense,Other Services and Charges,3000
FY20,Police,1010,Expense,Other Services and Charges,57500
FY20,Police,1010,Expense,Other Services and Charges,22660
FY20,Police,1010,Expense,Other Services and Charges,5172
FY20,Police,1010,Expense,Personnel Services,194458
FY20,Police,1010,Expense,Personnel Services,2642
FY20,Police,1010,Expense,Personnel Services,15076
FY20,Police,1010,Expense,Personnel Services,61584
FY20,Police,1010,Expense,Personnel Services,16849
FY20,Police,1010,Expense,Personnel Services,44604
FY20,Police,1010,Expense,Personnel Services,264
FY20,Police,2650,Expense,Supplies,15000
FY20,Police,2650,Expense,Capital Outlays,105000
FY20,Police,2650,Expense,Capital Outlays,25000
FY20,Police,2650,Expense,Other Financing,68550
FY20,Police,2650,Expense,Personnel Services,56304
FY20,Police,2650,Expense,Personnel Services,4308
FY20,Police,2650,Expense,Personnel Services,15396
FY20,Police,2650,Expense,Personnel Services,4812
FY20,Police,2650,Expense,Personnel Services,12744
FY20,Police,2650,Expense,Personnel Services,84
FY20,Police,2650,Expense,Other Services and Charges,15000
FY20,Police,2650,Expense,Other Services and Charges,45000
FY20,Police,2650,Expense,Other Services and Charges,4215
FY20,Police,2650,Expense,Other Services and Charges,32500
FY20,Police,2650,Expense,Other Services and Charges,50000
FY20,Police,2650,Expense,Other Services and Charges,10000
FY20,Police,2650,Expense,Other Services and Charges,10000
FY20,Police,2650,Revenue,Other Revenues,24000
FY20,Police,2650,Revenue,Fines & Forfeitures,65000
FY20,Police,2650,Revenue,Fines & Forfeitures,200000
FY20,Police,2650,Revenue,Charges for Services,2250
FY20,Police,2650,Revenue,Charges for Services,17000
FY20,Police,2650,Revenue,Charges for Services,7000
FY20,Police,2650,Revenue,Charges for Services,46500
FY20,Police,2652,Expense,Capital Outlays,50000
FY20,Police,2652,Expense,Other Services and Charges,10000
FY20,Police,2652,Expense,Other Services and Charges,10000
FY20,Police,2652,Revenue,Federal Grants,62900
FY20,Police,2653,Expense,Capital Outlays,10000
FY20,Police,2653,Revenue,Federal Grants,13500
FY20,Police,1010,Expense,Supplies,201160
FY20,Police,1010,Expense,Capital Outlays,83350
FY20,Police,1010,Expense,Personnel Services,490560
FY20,Police,1010,Expense,Personnel Services,1040
FY20,Police,1010,Expense,Personnel Services,98033
FY20,Police,1010,Expense,Personnel Services,8553
FY20,Police,1010,Expense,Personnel Services,92376
FY20,Police,1010,Expense,Personnel Services,70529
FY20,Police,1010,Expense,Personnel Services,151540
FY20,Police,1010,Expense,Personnel Services,684
FY20,Police,1010,Expense,Other Services and Charges,33750
FY20,Police,1010,Expense,Other Services and Charges,239350
FY20,Police,1010,Expense,Other Services and Charges,55804
FY20,Police,1010,Expense,Other Services and Charges,3352
FY20,Police,1010,Revenue,Other Revenues,24000
FY20,Police,1010,Revenue,Charges for Services,9750
FY20,Police,1010,Expense,Supplies,14800
FY20,Police,1010,Expense,Capital Outlays,12800
FY20,Police,1010,Expense,Personnel Services,629815
FY20,Police,1010,Expense,Personnel Services,46121
FY20,Police,1010,Expense,Personnel Services,9835
FY20,Police,1010,Expense,Personnel Services,123168
FY20,Police,1010,Expense,Personnel Services,81083
FY20,Police,1010,Expense,Personnel Services,174207
FY20,Police,1010,Expense,Personnel Services,877
FY20,Police,1010,Expense,Personnel Services,1987
FY20,Police,1010,Expense,Other Services and Charges,25000
FY20,Police,1010,Expense,Other Services and Charges,6000
FY20,Police,1010,Expense,Other Services and Charges,7000
FY20,Police,1010,Expense,Other Services and Charges,7000
FY20,Police,1010,Expense,Other Services and Charges,8400
FY20,Police,1010,Expense,Other Services and Charges,14428
FY20,Police,1010,Expense,Personnel Services,1241942
FY20,Police,1010,Expense,Personnel Services,5202
FY20,Police,1010,Expense,Personnel Services,141369
FY20,Police,1010,Expense,Personnel Services,20461
FY20,Police,1010,Expense,Personnel Services,246336
FY20,Police,1010,Expense,Personnel Services,168891
FY20,Police,1010,Expense,Personnel Services,362713
FY20,Police,1010,Expense,Personnel Services,1740
FY20,Police,1010,Expense,Personnel Services,8693
FY20,Police,1010,Expense,Personnel Services,15120
FY20,Police,1010,Expense,Other Services and Charges,4000
FY20,Police,1010,Expense,Other Services and Charges,15000
FY20,Police,1010,Expense,Other Services and Charges,130193
FY20,Police,1010,Expense,Supplies,76000
FY20,Police,1010,Expense,Capital Outlays,115000
FY20,Police,1010,Expense,Capital Outlays,25000
FY20,Police,1010,Expense,Personnel Services,236894
FY20,Police,1010,Expense,Personnel Services,1146
FY20,Police,1010,Expense,Personnel Services,18196
FY20,Police,1010,Expense,Personnel Services,76980
FY20,Police,1010,Expense,Personnel Services,20356
FY20,Police,1010,Expense,Personnel Services,53870
FY20,Police,1010,Expense,Personnel Services,346
FY20,Police,1010,Expense,Other Services and Charges,841037
FY20,Police,1010,Expense,Other Services and Charges,115300
FY20,Police,1010,Expense,Other Services and Charges,217210
FY20,Police,1010,Expense,Other Services and Charges,515001
FY20,Police,1010,Expense,Other Services and Charges,26166
FY20,Police,1010,Revenue,Licenses & Permits,11000
FY20,Police,1010,Revenue,Charges for Services,30000
FY20,Police,1010,Revenue,Charges for Services,82000
FY20,Police,1010,Expense,Supplies,1000
FY20,Police,1010,Expense,Personnel Services,211416
FY20,Police,1010,Expense,Personnel Services,1040
FY20,Police,1010,Expense,Personnel Services,25435
FY20,Police,1010,Expense,Personnel Services,5220
FY20,Police,1010,Expense,Personnel Services,38496
FY20,Police,1010,Expense,Personnel Services,27754
FY20,Police,1010,Expense,Personnel Services,60964
FY20,Police,1010,Expense,Personnel Services,288
FY20,Police,1010,Expense,Personnel Services,2160
FY20,Police,1010,Expense,Other Services and Charges,10000
FY20,Police,1010,Expense,Other Services and Charges,1400
FY20,Police,1010,Expense,Other Services and Charges,14428
FY20,Police,1010,Expense,Other Services and Charges,8233
FY20,Police,1010,Expense,Supplies,25100
FY20,Police,1010,Expense,Capital Outlays,37000
FY20,Police,1010,Expense,Capital Outlays,600
FY20,Police,1010,Expense,Personnel Services,714426
FY20,Police,1010,Expense,Personnel Services,2081
FY20,Police,1010,Expense,Personnel Services,28758
FY20,Police,1010,Expense,Personnel Services,57226
FY20,Police,1010,Expense,Personnel Services,169356
FY20,Police,1010,Expense,Personnel Services,63939
FY20,Police,1010,Expense,Personnel Services,169160
FY20,Police,1010,Expense,Personnel Services,999
FY20,Police,1010,Expense,Personnel Services,2484
FY20,Police,1010,Expense,Other Services and Charges,3174
FY20,Police,1010,Expense,Other Services and Charges,43398
FY20,Police,1010,Expense,Other Services and Charges,30856
FY20,Police,1010,Expense,Supplies,232648
FY20,Police,1010,Expense,Capital Outlays,71377
FY20,Police,1010,Expense,Personnel Services,310500
FY20,Police,1010,Expense,Personnel Services,1040
FY20,Police,1010,Expense,Personnel Services,10013
FY20,Police,1010,Expense,Personnel Services,14380
FY20,Police,1010,Expense,Personnel Services,76980
FY20,Police,1010,Expense,Personnel Services,33134
FY20,Police,1010,Expense,Personnel Services,77801
FY20,Police,1010,Expense,Personnel Services,432
FY20,Police,1010,Expense,Other Services and Charges,720
FY20,Police,2620,Expense,Other Services and Charges,55000
FY20,Police,2620,Revenue,State Grants,55000
FY20,Police,1010,Expense,Supplies,1998
FY20,Police,1010,Expense,Personnel Services,3683844
FY20,Police,1010,Expense,Personnel Services,1040
FY20,Police,1010,Expense,Personnel Services,420895
FY20,Police,1010,Expense,Personnel Services,66582
FY20,Police,1010,Expense,Personnel Services,723612
FY20,Police,1010,Expense,Personnel Services,491859
FY20,Police,1010,Expense,Personnel Services,1061874
FY20,Police,1010,Expense,Personnel Services,5184
FY20,Police,1010,Expense,Personnel Services,45360
FY20,Police,1010,Expense,Other Services and Charges,26000
FY20,Police,1010,Expense,Other Services and Charges,33500
FY20,Police,1010,Expense,Other Services and Charges,29696
FY20,Police,1010,Expense,Other Services and Charges,15256
FY20,Police,1010,Expense,Other Services and Charges,213332
FY20,Police,1010,Expense,Other Services and Charges,137635
FY20,Police,1010,Expense,Supplies,10920
FY20,Police,1010,Expense,Capital Outlays,66375
FY20,Police,1010,Expense,Personnel Services,466916
FY20,Police,1010,Expense,Personnel Services,638976
FY20,Police,1010,Expense,Personnel Services,2081
FY20,Police,1010,Expense,Personnel Services,35906
FY20,Police,1010,Expense,Personnel Services,56218
FY20,Police,1010,Expense,Personnel Services,92376
FY20,Police,1010,Expense,Personnel Services,60514
FY20,Police,1010,Expense,Personnel Services,129866
FY20,Police,1010,Expense,Personnel Services,24871
FY20,Police,1010,Expense,Personnel Services,1080
FY20,Police,1010,Expense,Other Services and Charges,280
FY20,Police,1010,Expense,Other Services and Charges,1700
FY20,Police,1010,Expense,Other Services and Charges,1835
FY20,Police,1010,Expense,Other Services and Charges,60841
FY20,Police,1010,Expense,Supplies,147798
FY20,Police,1010,Expense,Capital Outlays,3198
FY20,Police,1010,Expense,Personnel Services,13306114
FY20,Police,1010,Expense,Personnel Services,138628
FY20,Police,1010,Expense,Personnel Services,125888
FY20,Police,1010,Expense,Personnel Services,1433128
FY20,Police,1010,Expense,Personnel Services,220912
FY20,Police,1010,Expense,Personnel Services,2740488
FY20,Police,1010,Expense,Personnel Services,1822149
FY20,Police,1010,Expense,Personnel Services,3912827
FY20,Police,1010,Expense,Personnel Services,18531
FY20,Police,1010,Expense,Personnel Services,226527
FY20,Police,1010,Expense,Personnel Services,4320
FY20,Police,1010,Expense,Personnel Services,791977
FY20,Police,1010,Expense,Other Services and Charges,303963
FY20,Police,1010,Expense,Other Services and Charges,3000
FY20,Police,1010,Expense,Other Services and Charges,600
FY20,Police,1010,Expense,Other Services and Charges,230088
FY20,Police,1010,Expense,Other Services and Charges,742374
FY20,Police,1010,Expense,Other Services and Charges,1396411
FY20,Police,1010,Expense,Other Services and Charges,313605
FY20,Police,1010,Revenue,State Grants,218000
FY20,Police,1010,Revenue,Other Revenues,15000
FY20,Police,1010,Revenue,Other Revenues,200000
FY20,Police,1010,Revenue,Other Revenues,5000
FY20,Police,1010,Revenue,Fines & Forfeitures,352000
FY20,Police,1010,Revenue,Charges for Services,520200
FY20,Police,1010,Revenue,Other Financing Sources,153140
FY20,Police,1010,Expense,Supplies,15000
FY20,Police,1010,Expense,Capital Outlays,18700
FY20,Police,1010,Expense,Personnel Services,1462565
FY20,Police,1010,Expense,Personnel Services,5202
FY20,Police,1010,Expense,Personnel Services,333056
FY20,Police,1010,Expense,Personnel Services,26400
FY20,Police,1010,Expense,Personnel Services,292524
FY20,Police,1010,Expense,Personnel Services,217755
FY20,Police,1010,Expense,Personnel Services,467473
FY20,Police,1010,Expense,Personnel Services,2041
FY20,Police,1010,Expense,Personnel Services,18629
FY20,Police,1010,Expense,Personnel Services,1080
FY20,Police,1010,Expense,Other Services and Charges,6562
FY20,Police,1010,Expense,Other Services and Charges,68703
FY20,Police,1010,Expense,Other Services and Charges,297842
FY20,Police,2651,Expense,Supplies,3000
FY20,Police,2651,Expense,Capital Outlays,1200
FY20,Police,2651,Expense,Capital Outlays,6500
FY20,Police,2651,Expense,Personnel Services,86340
FY20,Police,2651,Expense,Personnel Services,400
FY20,Police,2651,Expense,Personnel Services,6000
FY20,Police,2651,Expense,Personnel Services,1365
FY20,Police,2651,Expense,Personnel Services,15396
FY20,Police,2651,Expense,Personnel Services,11217
FY20,Police,2651,Expense,Personnel Services,24083
FY20,Police,2651,Expense,Personnel Services,120
FY20,Police,2651,Expense,Personnel Services,1080
FY20,Police,2651,Expense,Other Services and Charges,4000
FY20,Police,2651,Expense,Other Services and Charges,57298
FY20,Police,2651,Expense,Other Services and Charges,30000
FY20,Police,2651,Expense,Other Services and Charges,9000
FY20,Police,2651,Expense,Other Services and Charges,8000
FY20,Police,2651,Expense,Other Services and Charges,1100
FY20,Police,2651,Revenue,Federal Grants,50000
FY20,Police,2651,Revenue,Other Revenues,10000
FY20,Police,2651,Revenue,Fines & Forfeitures,61000
FY20,Police,2651,Revenue,Fines & Forfeitures,63000
FY20,Police,2651,Revenue,Charges for Services,14000
FY20,Police,2651,Revenue,Charges for Services,25000
FY20,Police,2651,Revenue,Charges for Services,8200
FY20,Police,2651,Revenue,Other Financing Sources,68550
FY20,Police,2651,Revenue,Investment Income & Rentals,500
FY20,Police,1010,Expense,Supplies,165326
FY20,Police,1010,Expense,Supplies,6000
FY20,Police,1010,Expense,Capital Outlays,10000
FY20,Police,1010,Expense,Personnel Services,656019
FY20,Police,1010,Expense,Personnel Services,1040
FY20,Police,1010,Expense,Personnel Services,33103
FY20,Police,1010,Expense,Personnel Services,22399
FY20,Police,1010,Expense,Personnel Services,123168
FY20,Police,1010,Expense,Personnel Services,76162
FY20,Police,1010,Expense,Personnel Services,172382
FY20,Police,1010,Expense,Personnel Services,927
FY20,Police,1010,Expense,Personnel Services,3240
FY20,Police,1010,Expense,Other Services and Charges,20000
FY20,Police,1010,Expense,Other Services and Charges,725000
FY20,Police,1010,Expense,Other Services and Charges,4260
FY20,Police,1010,Expense,Other Services and Charges,65000
FY20,Police,1010,Expense,Other Services and Charges,12000
FY20,Police,1010,Expense,Other Services and Charges,7210
FY20,Police,1010,Expense,Other Services and Charges,41742
FY20,Police,1010,Expense,Other Services and Charges,40714
FY20,Police,1010,Revenue,Other Financing Sources,92475
FY20,Police,2610,Expense,Supplies,21200
FY20,Police,2610,Expense,Capital Outlays,112685
FY20,Police,2610,Expense,Capital Outlays,4660
FY20,Police,2610,Expense,Capital Outlays,52624
FY20,Police,2610,Expense,Other Financing,92475
FY20,Police,2610,Expense,Other Financing,-125000
FY20,Police,2610,Expense,Personnel Services,2553330
FY20,Police,2610,Expense,Personnel Services,15606
FY20,Police,2610,Expense,Personnel Services,92740
FY20,Police,2610,Expense,Personnel Services,10500
FY20,Police,2610,Expense,Personnel Services,572152
FY20,Police,2610,Expense,Personnel Services,249377
FY20,Police,2610,Expense,Personnel Services,646632
FY20,Police,2610,Expense,Personnel Services,223840
FY20,Police,2610,Expense,Personnel Services,716640
FY20,Police,2610,Expense,Personnel Services,3728
FY20,Police,2610,Expense,Personnel Services,15300
FY20,Police,2610,Expense,Other Services and Charges,6000
FY20,Police,2610,Expense,Other Services and Charges,53241
FY20,Police,2610,Expense,Other Services and Charges,8000
FY20,Police,2610,Expense,Other Services and Charges,10000
FY20,Police,2610,Expense,Other Services and Charges,1600
FY20,Police,2610,Expense,Other Services and Charges,20000
FY20,Police,2610,Expense,Other Services and Charges,147811
FY20,Police,2610,Expense,Other Services and Charges,36855
FY20,Police,2610,Expense,Other Services and Charges,106884
FY20,Police,2610,Expense,Other Services and Charges,176951
FY20,Police,2610,Revenue,Other Financing Sources,3207224
FY20,Police,2610,Revenue,Contribution from Local Units,2397500
FY20,Police,2610,Revenue,Contribution from Local Units,8000
FY20,Treasury,1010,Revenue,Investment Income & Rentals,1132128
FY20,Treasury,1510,Revenue,Investment Income & Rentals,87727
FY20,Treasury,2020,Revenue,Investment Income & Rentals,172810
FY20,Treasury,2030,Revenue,Investment Income & Rentals,13600
FY20,Treasury,2080,Revenue,Investment Income & Rentals,32371
FY20,Treasury,2081,Revenue,Investment Income & Rentals,79337
FY20,Treasury,2260,Revenue,Investment Income & Rentals,201185
FY20,Treasury,2320,Revenue,Investment Income & Rentals,12112
FY20,Treasury,2360,Revenue,Investment Income & Rentals,28754
FY20,Treasury,2430,Revenue,Investment Income & Rentals,76860
FY20,Treasury,2431,Revenue,Investment Income & Rentals,17377
FY20,Treasury,2440,Revenue,Investment Income & Rentals,18982
FY20,Treasury,2460,Revenue,Investment Income & Rentals,15406
FY20,Treasury,2470,Revenue,Investment Income & Rentals,36694
FY20,Treasury,2482,Revenue,Investment Income & Rentals,60252
FY20,Treasury,2483,Revenue,Investment Income & Rentals,108466
FY20,Treasury,2484,Revenue,Investment Income & Rentals,142199
FY20,Treasury,2490,Revenue,Investment Income & Rentals,163366
FY20,Treasury,2510,Revenue,Investment Income & Rentals,16160
FY20,Treasury,2511,Revenue,Investment Income & Rentals,1234
FY20,Treasury,2512,Revenue,Investment Income & Rentals,8074
FY20,Treasury,2610,Revenue,Investment Income & Rentals,36880
FY20,Treasury,2620,Revenue,Investment Income & Rentals,3439
FY20,Treasury,2650,Revenue,Investment Income & Rentals,17396
FY20,Treasury,2651,Revenue,Investment Income & Rentals,4201
FY20,Treasury,2652,Revenue,Investment Income & Rentals,3691
FY20,Treasury,2653,Revenue,Investment Income & Rentals,175
FY20,Treasury,2710,Revenue,Investment Income & Rentals,147315
FY20,Treasury,2711,Revenue,Investment Income & Rentals,43750
FY20,Treasury,2712,Revenue,Investment Income & Rentals,8686
FY20,Treasury,4011,Revenue,Investment Income & Rentals,385256
FY20,Treasury,5020,Revenue,Investment Income & Rentals,11690
FY20,Treasury,5080,Revenue,Investment Income & Rentals,10500
FY20,Treasury,5140,Revenue,Investment Income & Rentals,584355
FY20,Treasury,5840,Revenue,Investment Income & Rentals,2435
FY20,Treasury,5900,Revenue,Investment Income & Rentals,1015393
FY20,Treasury,5910,Revenue,Investment Income & Rentals,787605
FY20,Treasury,6110,Revenue,Investment Income & Rentals,7063
FY20,Treasury,6220,Revenue,Investment Income & Rentals,92606
FY20,Treasury,6310,Revenue,Investment Income & Rentals,37695
FY20,Treasury,6311,Revenue,Investment Income & Rentals,117605
FY20,Treasury,6610,Revenue,Investment Income & Rentals,49759
FY20,Treasury,6611,Revenue,Investment Income & Rentals,163971
FY20,Treasury,6770,Revenue,Investment Income & Rentals,365332
FY20,Treasury,6771,Revenue,Investment Income & Rentals,144579
FY20,Treasury,6800,Revenue,Investment Income & Rentals,40226
FY20,Treasury,6810,Revenue,Investment Income & Rentals,59356
FY20,Treasury,7371,Revenue,Investment Income & Rentals,11511
FY20,Treasury,7372,Revenue,Investment Income & Rentals,9787
FY20,Treasury,7373,Revenue,Investment Income & Rentals,5435
FY20,Treasury,7400,Revenue,Investment Income & Rentals,10529
FY20,Treasury,1010,Expense,Supplies,12500
FY20,Treasury,1010,Expense,Supplies,500
FY20,Treasury,1010,Expense,Capital Outlays,25000
FY20,Treasury,1010,Expense,Capital Outlays,15000
FY20,Treasury,1010,Expense,Capital Outlays,10000
FY20,Treasury,1010,Expense,Personnel Services,744226
FY20,Treasury,1010,Expense,Personnel Services,56912
FY20,Treasury,1010,Expense,Personnel Services,175500
FY20,Treasury,1010,Expense,Personnel Services,63621
FY20,Treasury,1010,Expense,Personnel Services,168415
FY20,Treasury,1010,Expense,Personnel Services,1046
FY20,Treasury,1010,Expense,Other Services and Charges,130000
FY20,Treasury,1010,Expense,Other Services and Charges,25000
FY20,Treasury,1010,Expense,Other Services and Charges,18217
FY20,Treasury,1010,Expense,Other Services and Charges,1500
FY20,Treasury,1010,Expense,Other Services and Charges,420
FY20,Treasury,1010,Expense,Other Services and Charges,55000
FY20,Treasury,1010,Expense,Other Services and Charges,2000
FY20,Treasury,1010,Expense,Other Services and Charges,11500
FY20,Treasury,1010,Expense,Other Services and Charges,1000
FY20,Treasury,1010,Expense,Other Services and Charges,1500
FY20,Treasury,1010,Expense,Other Services and Charges,9000
FY20,Treasury,1010,Expense,Other Services and Charges,800
FY20,Treasury,1010,Expense,Other Services and Charges,1328
FY20,Treasury,1010,Expense,Other Services and Charges,96582
FY20,Treasury,1010,Expense,Other Services and Charges,57879
FY20,Treasury,1010,Expense,Other Services and Charges,20000
FY20,Treasury,1010,Expense,Other Services and Charges,133354
FY20,Treasury,1010,Expense,Other Services and Charges,500
FY20,Treasury,1010,Revenue,Taxes,2199402
FY20,Treasury,1010,Revenue,Other Revenues,2000
FY20,Treasury,1010,Revenue,Charges for Services,220000
FY20,Treasury,1010,Revenue,Charges for Services,15000
FY20,Treasury,1010,Revenue,Taxes,11172332
FY20,Treasury,1010,Revenue,Taxes,997895
FY20,Treasury,1010,Revenue,Taxes,-25000
FY20,Treasury,1010,Revenue,Taxes,58767
FY20,Treasury,1010,Revenue,Taxes,67574
FY20,Treasury,1010,Revenue,Taxes,26943
FY20,Treasury,1010,Revenue,Taxes,40000
FY20,Treasury,1010,Revenue,State Grants,348414
FY20,Treasury,2081,Revenue,Taxes,3890018
FY20,Treasury,2081,Revenue,Taxes,345884
FY20,Treasury,2081,Revenue,Taxes,-11000
FY20,Treasury,2081,Revenue,Taxes,19848
FY20,Treasury,2081,Revenue,Taxes,23347
FY20,Treasury,2081,Revenue,Taxes,9365
FY20,Treasury,2081,Revenue,Taxes,12000
FY20,Treasury,2081,Revenue,State Grants,23723
