budget_year,department,account_type,fund_code,account_category,amount
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,22644
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,14904
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,7645
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,20163
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,10850
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,45205
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,67745
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,85030
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,46500
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,240851
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,23896
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,10850
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,27841
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,14904
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,12518
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,14904
FY19-20,"Oakland Parks, Recreation & Youth Development",Expense,1030,Civilian Salaries,10150
FY19-20,Human Services,Expense,1030,Civilian Salaries,108321
FY19-20,Human Services,Expense,1030,Civilian Salaries,22604
FY19-20,Human Services,Expense,1030,Civilian Salaries,52823
FY19-20,City Attorney,Expense,1150,Civilian Salaries,105889
FY19-20,City Attorney,Expense,1150,Civilian Salaries,126472
FY19-20,City Attorney,Expense,1150,Civilian Salaries,7766
FY19-20,Human Resources Management Department,Expense,1150,Civilian Salaries,48821
FY19-20,Human Resources Management Department,Expense,1150,Civilian Salaries,68506
FY19-20,Human Resources Management Department,Expense,1150,Civilian Salaries,154264
FY19-20,Human Resources Management Department,Expense,1150,Civilian Salaries,289197
FY19-20,Human Resources Management Department,Expense,1150,Civilian Salaries,168273
FY19-20,Finance Department,Expense,1150,Civilian Salaries,19389
FY19-20,Police Department,Expense,1150,Civilian Salaries,180907
FY19-20,Fire Department,Expense,1150,Civilian Salaries,12090
FY19-20,Oakland Public Works,Expense,1150,Civilian Salaries,103656
FY19-20,City Administrator,Expense,1610,Civilian Salaries,63125
FY19-20,City Administrator,Expense,1610,Civilian Salaries,36505
FY19-20,City Administrator,Expense,1610,Civilian Salaries,21401
FY19-20,City Clerk,Expense,1610,Civilian Salaries,26981
FY19-20,City Clerk,Expense,1610,Civilian Salaries,5503
FY19-20,City Attorney,Expense,1610,Civilian Salaries,14236
FY19-20,City Attorney,Expense,1610,Civilian Salaries,88539
FY19-20,City Attorney,Expense,1610,Civilian Salaries,42161
FY19-20,City Attorney,Expense,1610,Civilian Salaries,80310
FY19-20,City Attorney,Expense,1610,Civilian Salaries,69375
FY19-20,Human Resources Management Department,Expense,1610,Civilian Salaries,10016
FY19-20,Human Resources Management Department,Expense,1610,Civilian Salaries,13554
FY19-20,Finance Department,Expense,1610,Civilian Salaries,69681
FY19-20,Finance Department,Expense,1610,Civilian Salaries,103744
FY19-20,Finance Department,Expense,1610,Civilian Salaries,14382
FY19-20,Finance Department,Expense,1610,Civilian Salaries,36513
FY19-20,Finance Department,Expense,1610,Civilian Salaries,33375
FY19-20,Finance Department,Expense,1610,Civilian Salaries,51563
FY19-20,Finance Department,Expense,1610,Civilian Salaries,87995
FY19-20,Finance Department,Expense,1610,Civilian Salaries,41499
FY19-20,Economic & Workforce Development,Expense,1610,Civilian Salaries,44565
FY19-20,Economic & Workforce Development,Expense,1610,Civilian Salaries,30314
FY19-20,Economic & Workforce Development,Expense,1610,Civilian Salaries,54489
FY19-20,Economic & Workforce Development,Expense,1610,Civilian Salaries,248806
FY19-20,Economic & Workforce Development,Expense,1610,Civilian Salaries,37728
FY19-20,Finance Department,Expense,1700,Civilian Salaries,132463
FY19-20,Finance Department,Expense,1700,Civilian Salaries,189179
FY19-20,Finance Department,Expense,1700,Civilian Salaries,209784
FY19-20,Information Technology,Expense,1700,Civilian Salaries,23840
FY19-20,City Attorney,Expense,1710,Civilian Salaries,30666
FY19-20,City Attorney,Expense,1710,Civilian Salaries,130716
FY19-20,Oakland Public Works,Expense,1710,Civilian Salaries,175735
FY19-20,Oakland Public Works,Expense,1710,Civilian Salaries,20024
FY19-20,Oakland Public Works,Expense,1710,Civilian Salaries,542362
FY19-20,Oakland Public Works,Expense,1710,Civilian Salaries,264511
FY19-20,Oakland Public Works,Expense,1710,Civilian Salaries,70376
FY19-20,Oakland Public Works,Expense,1710,Civilian Salaries,110396
FY19-20,Economic & Workforce Development,Expense,1710,Civilian Salaries,74722
FY19-20,Oakland Public Works,Expense,1720,Civilian Salaries,168533
