budget_year,department,fund_code,account_type,account_category,amount
FY17,Fiscal Services,1010,Expense,Supplies,4150
FY17,Design & Development,2440,Expense,Supplies,100
FY17,Authorities,2430,Expense,Other Services and Charges,20302
FY17,Authorities,2484,Expense,Other Services and Charges,798204
FY17,Design & Development,1010,Expense,Other Services and Charges,1000
FY17,Enterprise Services,5900,Expense,Other Services and Charges,4500
FY17,Design & Development,1010,Expense,Other Services and Charges,868
FY17,Design & Development,1010,Expense,Other Services and Charges,3000
FY17,District Court,7400,Expense,Other Services and Charges,750
FY17,Comptroller,1010,Expense,Other Services and Charges,7500
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5000
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,3000
FY17,Fire,1010,Expense,Other Services and Charges,23113
FY17,Public Services,2030,Expense,Personal Services,1222
FY17,Community Services,5020,Expense,Personal Services,61
FY17,Police,2610,Revenue,Other Financing Sources,4299400
FY17,District Court,7400,Revenue,Other Financing Sources,5100000
FY17,Public Services,2030,Revenue,Other Financing Sources,970000
FY17,Design & Development,2440,Revenue,Other Revenues,5200
FY17,Facilities & Fleet Management,6610,Revenue,Other Revenues,194738
FY17,Fiscal Services,1010,Revenue,Other Revenues,60
FY17,Design & Development,2360,Expense,Personal Services,1229
FY17,Clerk's Office,1010,Expense,Personal Services,263523
FY17,Fire,1010,Expense,Personal Services,5075
FY17,Enterprise Services,1010,Expense,Personal Services,1200
FY17,Public Services,2020,Expense,Personal Services,90000
FY17,Police,2610,Expense,Personal Services,650000
FY17,Police,1010,Expense,Other Services and Charges,6175
FY17,Community Services,2080,Expense,Other Services and Charges,5620
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,4452
FY17,Fiscal Services,1010,Expense,Other Services and Charges,895
FY17,Public Services,2030,Expense,Personal Services,800115
FY17,Community Services,2080,Expense,Personal Services,512188
FY17,Enterprise Services,5900,Expense,Personal Services,346416
FY17,Authorities,7813,Revenue,Investment Income & Rentals,142
FY17,Design & Development,2520,Revenue,Other Revenues,90243
FY17,Enterprise Services,5900,Revenue,Other Revenues,10000
FY17,Enterprise Services,5910,Revenue,Other Revenues,7977
FY17,Public Services,2040,Revenue,Other Revenues,751159
FY17,Public Services,2030,Expense,Personal Services,3000
FY17,Police,2610,Expense,Personal Services,181500
FY17,Fiscal Services,1010,Expense,Personal Services,25555
FY17,Design & Development,2490,Expense,Other Services and Charges,5000
FY17,Police,2610,Expense,Other Services and Charges,29599
FY17,Public Services,2020,Expense,Other Services and Charges,51499
FY17,Enterprise Services,1010,Expense,Personal Services,60654
FY17,Enterprise Services,5140,Expense,Other Services and Charges,120125
FY17,Design & Development,2360,Expense,Other Services and Charges,500
FY17,Design & Development,2360,Expense,Capital Outlays,900000
FY17,Design & Development,2360,Expense,Personal Services,586
FY17,Design & Development,2440,Expense,Personal Services,6693
FY17,Design & Development,1010,Expense,Capital Outlays,1000
FY17,Authorities,2470,Expense,Debt Service,111600
FY17,Authorities,2430,Revenue,Taxes,-30000
FY17,Authorities,2470,Revenue,Taxes,-7500
FY17,Authorities,2484,Revenue,Taxes,-100000
FY17,Fire,1010,Expense,Other Services and Charges,73542
FY17,Public Services,2040,Revenue,Taxes,-1276315
FY17,Design & Development,2490,Revenue,Licenses & Permits,30000
FY17,Design & Development,2490,Revenue,Licenses & Permits,8000
FY17,Enterprise Services,1010,Expense,Other Services and Charges,10000
FY17,Police,2610,Revenue,Contribution from Local Units,1420500
FY17,Design & Development,2440,Revenue,Charges for Services,90000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,3259
FY17,District Court,7400,Revenue,Charges for Services,8100
FY17,Technology & Change Management,6800,Expense,Personal Services,17803
FY17,Treasury,1010,Expense,Personal Services,150272
FY17,Enterprise Services,1010,Expense,Personal Services,165607
FY17,Design & Development,1010,Expense,Personal Services,340446
FY17,Fire,1010,Expense,Other Services and Charges,47883
FY17,Design & Development,1010,Expense,Other Services and Charges,2000
FY17,Clerk's Office,1010,Expense,Other Services and Charges,5000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,1000
FY17,Community Services,5020,Expense,Other Services and Charges,1200
FY17,Community Services,5020,Expense,Personal Services,10306
FY17,Comptroller,1010,Expense,Other Services and Charges,1000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,2060
FY17,Fire,1010,Expense,Other Services and Charges,55334
FY17,Enterprise Services,1010,Expense,Other Services and Charges,5000
FY17,Design & Development,1010,Expense,Other Services and Charges,4500
FY17,Design & Development,1010,Expense,Other Services and Charges,8550
FY17,Comptroller,1010,Expense,Personal Services,316
FY17,Enterprise Services,1010,Expense,Personal Services,977
FY17,Design & Development,2440,Expense,Personal Services,121
FY17,Authorities,2470,Expense,Personal Services,6
FY17,Police,2610,Expense,Personal Services,10196
FY17,Adminitrative Services,1010,Expense,Personal Services,80
FY17,Design & Development,2440,Expense,Other Services and Charges,2120
FY17,Design & Development,2490,Expense,Other Services and Charges,3000
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,729
FY17,Police,2610,Expense,Personal Services,17000
FY17,Design & Development,2440,Expense,Supplies,2000
FY17,Public Services,2030,Expense,Other Services and Charges,1392
FY17,Enterprise Services,1010,Expense,Other Services and Charges,15595
FY17,Design & Development,1010,Expense,Other Services and Charges,15326
FY17,Design & Development,2360,Expense,Other Services and Charges,1310
FY17,Design & Development,2484,Expense,Other Services and Charges,20724
FY17,Retirement Activities,7050,Expense,Personal Services,49173
FY17,Design & Development,1010,Expense,Personal Services,174599
FY17,Police,2610,Expense,Personal Services,259950
FY17,Enterprise Services,5910,Expense,Other Services and Charges,3000
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,380580
FY17,Public Services,2020,Expense,Other Services and Charges,1552270
FY17,Design & Development,2440,Expense,Other Services and Charges,452
FY17,Comptroller,1010,Expense,Other Services and Charges,7074
FY17,Fiscal Services,1010,Expense,Other Services and Charges,12948
FY17,Comptroller,1010,Expense,Other Services and Charges,704628
FY17,Fiscal Services,1010,Expense,Other Services and Charges,210556
FY17,Design & Development,1010,Expense,Other Services and Charges,208013
FY17,Treasury,1010,Revenue,Charges for Services,25300
FY17,Design & Development,2490,Expense,Capital Outlays,19000
FY17,Enterprise Services,1010,Revenue,Charges for Services,950000
FY17,Enterprise Services,5910,Revenue,Charges for Services,34918555
FY17,Public Services,2020,Expense,Other Financing,750000
FY17,Public Services,2020,Expense,Other Financing,54945
FY17,Design & Development,2360,Expense,Other Financing,12172
FY17,Authorities,2500,Expense,Other Financing,21989
FY17,Design & Development,2510,Expense,Other Financing,34242
FY17,Design & Development,2530,Expense,Other Financing,685
FY17,Facilities & Fleet Management,6610,Expense,Other Financing,232501
FY17,Technology & Change Management,6800,Expense,Other Financing,99966
FY17,Authorities,7814,Revenue,Taxes,14277
FY17,Engineering,6220,Expense,Supplies,93349
FY17,Facilities & Fleet Management,6310,Expense,Supplies,20000
FY17,Enterprise Services,5910,Expense,Supplies,3000
FY17,Design & Development,2530,Expense,Other Services and Charges,3500
FY17,Authorities,2484,Expense,Other Services and Charges,75000
FY17,Design & Development,2360,Expense,Other Services and Charges,100
FY17,Design & Development,2440,Expense,Other Services and Charges,5200
FY17,Fiscal Services,1010,Expense,Other Services and Charges,9960
FY17,Clerk's Office,1010,Expense,Other Services and Charges,10397
FY17,Design & Development,1010,Expense,Other Services and Charges,13000
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5702
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,2300
FY17,Treasury,1010,Expense,Other Services and Charges,951
FY17,Fire,1010,Expense,Other Services and Charges,885
FY17,Fiscal Services,1010,Expense,Other Services and Charges,2575
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,4000
FY17,Design & Development,2490,Expense,Other Services and Charges,1600
FY17,Public Services,2030,Expense,Personal Services,96410
FY17,Enterprise Services,5910,Expense,Other Services and Charges,1000
FY17,Engineering,6220,Expense,Other Services and Charges,675
FY17,Public Services,2030,Expense,Other Services and Charges,150
FY17,Engineering,6220,Expense,Personal Services,123728
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,3600
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,1250
FY17,Public Services,2030,Expense,Personal Services,187988
FY17,Fiscal Services,1010,Expense,Supplies,10000
FY17,Fiscal Services,1010,Expense,Supplies,63243
FY17,Human Resources,1010,Expense,Supplies,30000
FY17,Adminitrative Services,1010,Expense,Supplies,8000
FY17,Police,1010,Expense,Supplies,5000
FY17,Design & Development,1010,Expense,Supplies,40000
FY17,Enterprise Services,5910,Revenue,Other Financing Sources,80000
FY17,Enterprise Services,5900,Revenue,Other Revenues,614115
FY17,Authorities,2483,Revenue,Other Revenues,50000
FY17,Enterprise Services,5900,Revenue,Other Revenues,20000
FY17,District Court,7400,Revenue,Other Financing Sources,1451064
FY17,Community Services,2080,Expense,Personal Services,88634
FY17,Fiscal Services,1010,Expense,Personal Services,898115
FY17,Fire,1010,Expense,Personal Services,1042829
FY17,Design & Development,1010,Expense,Personal Services,169006
FY17,Design & Development,1010,Expense,Personal Services,1449012
FY17,Executive Office,1010,Expense,Personal Services,252567
FY17,Authorities,2500,Expense,Personal Services,101303
FY17,Police,2610,Expense,Personal Services,2394157
FY17,Community Services,5020,Expense,Personal Services,43864
FY17,Enterprise Services,5140,Expense,Personal Services,1500
FY17,Enterprise Services,5910,Expense,Personal Services,500
FY17,Police,2610,Expense,Personal Services,249823
FY17,Design & Development,1010,Expense,Other Services and Charges,5813
FY17,Fiscal Services,1010,Expense,Other Services and Charges,42892
FY17,Enterprise Services,1010,Expense,Other Services and Charges,14965
FY17,Design & Development,2510,Revenue,Investment Income & Rentals,-2519
FY17,Authorities,2430,Expense,Personal Services,188135
FY17,Authorities,7811,Revenue,Investment Income & Rentals,23
FY17,Authorities,7814,Revenue,Investment Income & Rentals,108
FY17,Enterprise Services,5140,Revenue,Investment Income & Rentals,54000
FY17,Facilities & Fleet Management,6610,Revenue,Investment Income & Rentals,6961
FY17,Police,2610,Expense,Personal Services,23000
FY17,Public Services,2030,Expense,Other Services and Charges,9607
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,5000
FY17,Design & Development,1010,Expense,Other Services and Charges,3100
FY17,Design & Development,1010,Expense,Other Services and Charges,3082
FY17,District Court,7400,Expense,Personal Services,30900
FY17,Public Services,2030,Expense,Other Services and Charges,50622
FY17,Community Services,2080,Expense,Other Services and Charges,89574
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,103260
FY17,Community Services,2080,Expense,Personal Services,39182
FY17,Engineering,6220,Expense,Personal Services,78552
FY17,Design & Development,2360,Expense,Debt Service,25658
FY17,Authorities,2430,Expense,Debt Service,158000
FY17,Authorities,2482,Expense,Debt Service,1119572
FY17,Facilities & Fleet Management,6610,Expense,Debt Service,23671
FY17,Community Services,2081,Expense,Other Financing,252000
FY17,Design & Development,2490,Expense,Personal Services,91830
FY17,Police,2610,Expense,Personal Services,516313
FY17,Enterprise Services,5140,Expense,Other Financing,-236600
FY17,Community Services,5020,Expense,Personal Services,9220
FY17,Treasury,1010,Revenue,Taxes,1771561
FY17,Design & Development,2490,Revenue,Licenses & Permits,10000
FY17,Enterprise Services,5910,Revenue,Licenses & Permits,7575
FY17,Public Services,2020,Expense,Other Services and Charges,40000
FY17,Public Services,2040,Revenue,Federal Grants,690000
FY17,Public Services,2030,Revenue,State Grants,2199749
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,10000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,30381
FY17,Enterprise Services,5910,Revenue,Charges for Services,40000
FY17,Public Services,2020,Revenue,Charges for Services,540000
FY17,Fiscal Services,1010,Revenue,Charges for Services,6025
FY17,Enterprise Services,5900,Revenue,Charges for Services,130175
FY17,Fiscal Services,1010,Revenue,Other Revenues,39363
FY17,Executive Office,1010,Expense,Personal Services,90429
FY17,Fiscal Services,1010,Expense,Personal Services,77369
FY17,Fiscal Services,1010,Expense,Personal Services,251272
FY17,Attorney's Office,1010,Expense,Other Services and Charges,1500
FY17,Human Resources,1010,Expense,Other Services and Charges,1500
FY17,Fiscal Services,1010,Expense,Other Services and Charges,65500
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,100
FY17,Fire,1010,Expense,Other Services and Charges,5253
FY17,Enterprise Services,5910,Expense,Other Services and Charges,3000
FY17,Engineering,6220,Expense,Other Services and Charges,170713
FY17,Treasury,1010,Expense,Other Services and Charges,1600
FY17,Fiscal Services,1010,Expense,Other Services and Charges,6000
FY17,Treasury,1010,Expense,Other Services and Charges,10000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,3593
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,500
FY17,Engineering,6220,Expense,Personal Services,241253
FY17,District Court,7400,Expense,Personal Services,1031185
FY17,Fiscal Services,1010,Expense,Personal Services,456
FY17,Police,1010,Expense,Personal Services,833
FY17,Fire,1010,Expense,Personal Services,1510
FY17,Authorities,2500,Expense,Other Services and Charges,258
FY17,Fiscal Services,1010,Expense,Other Services and Charges,1550
FY17,Fiscal Services,1010,Expense,Other Services and Charges,3785
FY17,Design & Development,1010,Expense,Other Services and Charges,8550
FY17,Authorities,2500,Expense,Other Services and Charges,3090
FY17,Enterprise Services,5140,Expense,Other Services and Charges,8000
FY17,Enterprise Services,5910,Expense,Other Services and Charges,28500
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,5000
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,5000
FY17,Public Services,2020,Expense,Supplies,1456000
FY17,Treasury,1010,Expense,Other Services and Charges,70750
FY17,Fiscal Services,1010,Expense,Other Services and Charges,10000
FY17,Authorities,2470,Expense,Other Services and Charges,1635
FY17,Design & Development,2490,Expense,Other Services and Charges,25826
FY17,Enterprise Services,5900,Expense,Other Services and Charges,301638
FY17,District Court,7400,Expense,Personal Services,1008039
FY17,Executive Office,1010,Expense,Personal Services,37248
FY17,Authorities,2430,Expense,Personal Services,22669
FY17,Clerk's Office,1010,Expense,Personal Services,31753
FY17,Authorities,2500,Expense,Personal Services,12206
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,63382
FY17,Retirement Activities,7050,Expense,Other Services and Charges,1728
FY17,Design & Development,1010,Expense,Other Services and Charges,102297
FY17,Design & Development,2360,Expense,Other Services and Charges,8238
FY17,Engineering,6220,Expense,Other Services and Charges,165904
FY17,Design & Development,1010,Expense,Other Services and Charges,6681
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,190
FY17,Design & Development,1010,Expense,Other Services and Charges,92228
FY17,Public Services,2030,Expense,Capital Outlays,102000
FY17,Authorities,2500,Expense,Capital Outlays,600000
FY17,Design & Development,2490,Expense,Other Financing,298514
FY17,Enterprise Services,5900,Expense,Other Financing,594127
FY17,Enterprise Services,5900,Expense,Supplies,2500
FY17,District Court,7400,Expense,Supplies,76971
FY17,District Court,7400,Expense,Supplies,1080
FY17,Adminitrative Services,1010,Expense,Supplies,250
FY17,Facilities & Fleet Management,6310,Expense,Supplies,1500
FY17,Design & Development,2440,Expense,Other Services and Charges,248335
FY17,Authorities,2500,Expense,Other Services and Charges,1677467
FY17,Design & Development,2490,Expense,Other Services and Charges,10000
FY17,Comptroller,1010,Expense,Other Services and Charges,875
FY17,Treasury,1010,Expense,Other Services and Charges,229494
FY17,Enterprise Services,5900,Expense,Other Services and Charges,12092
FY17,Comptroller,1010,Expense,Other Services and Charges,16395
FY17,Public Services,2020,Expense,Other Services and Charges,10100
FY17,Community Services,5020,Expense,Other Services and Charges,2500
FY17,Fiscal Services,1010,Expense,Other Services and Charges,14842
FY17,Enterprise Services,5910,Expense,Other Services and Charges,3678
FY17,District Court,7400,Expense,Other Services and Charges,30000
FY17,Design & Development,2490,Expense,Other Services and Charges,3040
FY17,Enterprise Services,5910,Expense,Other Services and Charges,2000
FY17,Clerk's Office,1010,Expense,Other Services and Charges,6000
FY17,Fire,1010,Expense,Other Services and Charges,2627
FY17,Enterprise Services,1010,Expense,Other Services and Charges,700
FY17,District Court,7400,Expense,Other Services and Charges,580
FY17,Enterprise Services,5900,Expense,Personal Services,81391
FY17,Design & Development,2360,Expense,Personal Services,11
FY17,Authorities,2430,Expense,Personal Services,261
FY17,Enterprise Services,5140,Expense,Personal Services,1011
FY17,Enterprise Services,5910,Expense,Personal Services,945
FY17,Fiscal Services,1010,Expense,Supplies,10000
FY17,Treasury,1010,Expense,Supplies,19500
FY17,Authorities,2483,Revenue,Other Revenues,55515
FY17,Community Services,5020,Revenue,Other Financing Sources,325000
FY17,Fiscal Services,1010,Expense,Personal Services,265598
FY17,Authorities,2484,Expense,Personal Services,37972
FY17,Clerk's Office,1010,Expense,Other Services and Charges,85838
FY17,Treasury,1010,Expense,Other Services and Charges,90411
FY17,Fiscal Services,1010,Expense,Other Services and Charges,200
FY17,Enterprise Services,1010,Revenue,Charges for Services,200000
FY17,Authorities,2500,Revenue,Investment Income & Rentals,48984
FY17,Authorities,2483,Revenue,Investment Income & Rentals,28637
FY17,Authorities,2483,Revenue,Investment Income & Rentals,9000
FY17,Facilities & Fleet Management,6310,Revenue,Investment Income & Rentals,27492
FY17,Design & Development,2360,Revenue,Investment Income & Rentals,750
FY17,Design & Development,2360,Revenue,Other Revenues,900000
FY17,District Court,7400,Expense,Personal Services,4800
FY17,Design & Development,1010,Expense,Other Services and Charges,4000
FY17,Enterprise Services,5910,Expense,Personal Services,1000
FY17,Executive Office,1010,Expense,Personal Services,23648
FY17,Design & Development,2440,Expense,Other Services and Charges,560
FY17,Enterprise Services,5910,Expense,Other Services and Charges,1800
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,9200
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,16200
FY17,Design & Development,2440,Expense,Other Services and Charges,3793
FY17,Authorities,2484,Expense,Personal Services,2905
FY17,Fire,1010,Expense,Capital Outlays,68310
FY17,Fire,1010,Expense,Capital Outlays,130750
FY17,Enterprise Services,5900,Expense,Personal Services,26501
FY17,District Court,7400,Expense,Capital Outlays,28000
FY17,Design & Development,1010,Expense,Capital Outlays,750
FY17,Design & Development,2490,Expense,Capital Outlays,1500
FY17,Police,2610,Expense,Capital Outlays,3000
FY17,Facilities & Fleet Management,6610,Expense,Capital Outlays,20000
FY17,Fiscal Services,1010,Expense,Personal Services,38724
FY17,Adminitrative Services,1010,Expense,Personal Services,9220
FY17,Enterprise Services,1010,Expense,Personal Services,138606
FY17,Community Services,1510,Expense,Other Financing,32653
FY17,Design & Development,2440,Expense,Personal Services,13645
FY17,Authorities,2484,Expense,Personal Services,6147
FY17,Public Services,2030,Expense,Other Financing,-100000
FY17,Public Services,2040,Revenue,Taxes,13334137
FY17,Design & Development,2490,Revenue,Licenses & Permits,500
FY17,Public Services,2020,Revenue,State Grants,8911323
FY17,Public Services,2040,Revenue,Contribution from Local Units,868043
FY17,Engineering,6220,Revenue,Charges for Services,500
FY17,Public Services,2030,Expense,Other Services and Charges,10000
FY17,District Court,7400,Expense,Other Services and Charges,13535
FY17,Enterprise Services,5140,Expense,Other Services and Charges,100000
FY17,Enterprise Services,5910,Revenue,Charges for Services,930000
FY17,Enterprise Services,5900,Revenue,Charges for Services,1763068
FY17,District Court,7400,Expense,Personal Services,528847
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,1200
FY17,Fiscal Services,1010,Expense,Other Services and Charges,150
FY17,Design & Development,2440,Expense,Other Services and Charges,500
FY17,Community Services,5020,Expense,Other Services and Charges,1000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,11425
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,250
FY17,Design & Development,2490,Expense,Other Services and Charges,2500
FY17,Fiscal Services,1010,Expense,Other Services and Charges,9000
FY17,Design & Development,2440,Expense,Personal Services,20556
FY17,Authorities,2470,Expense,Personal Services,1108
FY17,Design & Development,2490,Expense,Personal Services,122348
FY17,Authorities,2500,Expense,Personal Services,23801
FY17,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY17,District Court,7400,Expense,Other Services and Charges,12000
FY17,Technology & Change Management,6800,Expense,Personal Services,34713
FY17,Design & Development,1010,Expense,Personal Services,234
FY17,Design & Development,1010,Expense,Personal Services,2008
FY17,Authorities,2500,Expense,Personal Services,140
FY17,Clerk's Office,1010,Expense,Other Services and Charges,600
FY17,Human Resources,1010,Expense,Other Services and Charges,1000
FY17,Engineering,6220,Expense,Personal Services,1424
FY17,Technology & Change Management,6800,Expense,Personal Services,205
FY17,Design & Development,2440,Expense,Other Services and Charges,6000
FY17,Design & Development,2490,Expense,Other Services and Charges,21400
FY17,Authorities,2430,Expense,Supplies,4900
FY17,Design & Development,2490,Expense,Supplies,25000
FY17,Executive Office,1010,Expense,Other Services and Charges,5000
FY17,Adminitrative Services,1010,Expense,Other Services and Charges,5000
