budget_year,department,account_type,fund_code,account_category,amount
FY17-18,Planning & Building,Revenue,2415,Service Charges,400.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,416.0
FY17-18,Finance,Revenue,1010,Service Charges,428.0
FY17-18,Transportation,Revenue,2230,Miscellaneous Revenue,450.0
FY17-18,Information Technology,Revenue,4210,Internal Service Funds,450.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,470.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,480.0
FY17-18,Police,Revenue,1010,Licenses & Permits,520.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,542.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,548.0
FY17-18,Human Services,Revenue,1010,Service Charges,564.0
FY17-18,Transportation,Revenue,2415,Licenses & Permits,574.0
FY17-18,Finance,Revenue,1010,Service Charges,575.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,582.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,583.0
FY17-18,City Clerk,Revenue,1010,Service Charges,600.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,624.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,688.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,698.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,750.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,777.0
FY17-18,Human Services,Revenue,2160,Interfund Transfers,799.0
FY17-18,Transportation,Revenue,2230,Miscellaneous Revenue,835.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,837.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,839.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,992.0
FY17-18,Public Library,Revenue,1010,Service Charges,1000.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,1040.0
FY17-18,Transportation,Revenue,2230,Service Charges,1050.0
FY17-18,Finance,Revenue,1010,Service Charges,1060.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,1116.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,1134.0
FY17-18,Finance,Revenue,2415,Fines & Penalties,1218.0
FY17-18,Transportation,Revenue,2211,Miscellaneous Revenue,1220.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,1224.0
FY17-18,Transportation,Revenue,1010,Miscellaneous Revenue,1357.0
FY17-18,City Clerk,Revenue,1010,Service Charges,1381.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,1420.0
FY17-18,Public Works,Revenue,1720,Service Charges,1422.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,1500.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,1501.0
FY17-18,Planning & Building,Revenue,2415,Fines & Penalties,1536.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,1616.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,1668.0
FY17-18,Human Services,Revenue,2160,Interfund Transfers,1683.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,1729.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,1844.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,1882.0
FY17-18,Finance,Revenue,1010,Service Charges,1919.0
FY17-18,Finance,Revenue,1010,Fines & Penalties,1925.0
FY17-18,Human Services,Revenue,1010,Service Charges,1983.0
FY17-18,Planning & Building,Revenue,2415,Fines & Penalties,2048.0
FY17-18,City Administrator,Revenue,1010,Licenses & Permits,2110.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,2128.0
FY17-18,Finance,Revenue,1010,Service Charges,2192.0
FY17-18,City Administrator,Revenue,1010,Service Charges,2195.0
FY17-18,Police,Revenue,1010,Service Charges,2280.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,2305.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,2306.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,2382.0
FY17-18,Finance,Revenue,1010,Fines & Penalties,2488.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,2556.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,2557.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,2627.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,2885.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,2961.0
FY17-18,Finance,Revenue,1010,Fines & Penalties,3029.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,3052.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,3061.0
FY17-18,City Attorney,Revenue,1010,Service Charges,3096.0
FY17-18,Fire,Revenue,2330,Miscellaneous Revenue,3200.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,3269.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,3306.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,3311.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,3329.0
FY17-18,Human Services,Revenue,2160,Interfund Transfers,3331.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,3397.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,3401.0
FY17-18,Finance,Revenue,1010,Service Charges,6025870.0
FY17-18,Parks & Recreation,Revenue,1820,Miscellaneous Revenue,3455.0
FY17-18,Finance,Revenue,1010,Service Charges,3509.0
FY17-18,Police,Revenue,1010,Service Charges,3532.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,3982.0
FY17-18,Fire,Revenue,1010,Service Charges,4000.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,4000.0
FY17-18,Human Services,Revenue,2160,Interfund Transfers,4162.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,4163.0
FY17-18,Police,Revenue,1010,Licenses & Permits,4212.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,4332.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,4397.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,4406.0
FY17-18,Parks & Recreation,Revenue,1820,Miscellaneous Revenue,4500.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,4780.0
FY17-18,Transportation,Revenue,2415,Service Charges,4781.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,4785.0
FY17-18,Public Library,Revenue,2148,Interfund Transfers,4837.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,4898.0
FY17-18,Human Services,Revenue,2152,Interfund Transfers,4946.0
FY17-18,Finance,Revenue,1010,Service Charges,5000.0
FY17-18,Transportation,Revenue,2415,Licenses & Permits,5179.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,5187.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,5215.0
FY17-18,Transportation,Revenue,2231,Service Charges,5481.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,5500.0
FY17-18,Non-Departmental,Revenue,6322,Local Tax,5500.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,5581.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,5600.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,5663.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,5763.0
FY17-18,Information Technology,Revenue,4210,Internal Service Funds,5832.0
FY17-18,Fire,Revenue,2160,Transfers from Fund Balance,5834.0
FY17-18,Transportation,Revenue,2415,Service Charges,5874.0
FY17-18,City Clerk,Revenue,1010,Service Charges,6060.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,6122.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,6238.0
FY17-18,Human Services,Revenue,2160,Interfund Transfers,6303.0
FY17-18,Finance,Revenue,1010,Parking Tax,6455.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,6476.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,6478.0
FY17-18,Parks & Recreation,Revenue,3200,Service Charges,6691.0
FY17-18,City Administrator,Revenue,1010,Fines & Penalties,6700.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,6734.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,6843.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,6867.0
FY17-18,Public Works,Revenue,1710,Service Charges,7000.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,7053.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,7105.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,7174.0
FY17-18,Planning & Building,Revenue,2415,Fines & Penalties,7199.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,7252.0
FY17-18,City Administrator,Revenue,1010,Fines & Penalties,7305.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,7317.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,7454.0
FY17-18,Transportation,Revenue,2415,Service Charges,7638.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,7657.0
FY17-18,Parks & Recreation,Revenue,1010,Service Charges,7834.0
FY17-18,Finance,Revenue,1010,Service Charges,8070.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,8333.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,8355.0
FY17-18,Public Works,Revenue,1720,Licenses & Permits,9000.0
FY17-18,City Administrator,Revenue,1010,Service Charges,9167.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,9221.0
FY17-18,Police,Revenue,1010,Service Charges,9350.0
FY17-18,Human Services,Revenue,2103,Interfund Transfers,9445.0
FY17-18,Finance,Revenue,1200,Local Tax,75418090.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,9460.0
FY17-18,Transportation,Revenue,2415,Licenses & Permits,9497.0
FY17-18,Human Services,Revenue,1010,Service Charges,9609.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,9795.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,9909.0
FY17-18,Police,Revenue,2995,Grants & Subsidies,10000.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,10000.0
FY17-18,Housing & Community Development,Revenue,2826,Interest Income,10000.0
FY17-18,Human Services,Revenue,2128,Interfund Transfers,10077.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,10373.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,10437.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,10500.0
FY17-18,Human Services,Revenue,2160,Interfund Transfers,10908.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,11020.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,11020.0
FY17-18,City Administrator,Revenue,1010,Service Charges,11279.0
FY17-18,Police,Revenue,1010,Licenses & Permits,11450.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,11516.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,11537.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,11632.0
FY17-18,Human Services,Revenue,2102,Interfund Transfers,11732.0
FY17-18,Human Services,Revenue,2128,Interfund Transfers,11830.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,11988.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,11991.0
FY17-18,City Administrator,Revenue,1010,Fines & Penalties,12000.0
FY17-18,Human Services,Revenue,1010,Service Charges,12080.0
FY17-18,Economic & Workforce Development,Revenue,1010,Service Charges,12299.0
FY17-18,Public Works,Revenue,1710,Grants & Subsidies,12500.0
FY17-18,Police,Revenue,1010,Service Charges,12650.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,12662.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,12678.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,12770.0
FY17-18,Parks & Recreation,Revenue,1820,Miscellaneous Revenue,12903.0
FY17-18,Public Works,Revenue,1720,Service Charges,13684.0
FY17-18,City Administrator,Revenue,1010,Service Charges,13840.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,14590.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,14702.0
FY17-18,Finance,Revenue,1200,Property Tax,14783.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,14938.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,15692.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,15820.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,15967.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,16446.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,16575.0
FY17-18,Parks & Recreation,Revenue,2996,Grants & Subsidies,16847.0
FY17-18,Fire,Revenue,2250,Transfers from Fund Balance,17082.0
FY17-18,Human Services,Revenue,2128,Interfund Transfers,17205.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,17425.0
FY17-18,Human Services,Revenue,1010,Service Charges,17889.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,18367.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,18441.0
FY17-18,Human Services,Revenue,2152,Interfund Transfers,18848.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,18964.0
FY17-18,Transportation,Revenue,2415,Miscellaneous Revenue,19111.0
FY17-18,Public Works,Revenue,4400,Miscellaneous Revenue,19800.0
FY17-18,City Clerk,Revenue,1010,Service Charges,20000.0
FY17-18,Parks & Recreation,Revenue,7999,Miscellaneous Revenue,20000.0
FY17-18,City Administrator,Revenue,1010,Fines & Penalties,20000.0
FY17-18,Police,Revenue,2995,Grants & Subsidies,20000.0
FY17-18,Fire,Revenue,1010,Service Charges,20000.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,20000.0
FY17-18,Planning & Building,Revenue,2415,Interest Income,20036.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,20437.0
FY17-18,Finance,Revenue,7100,Transfers from Fund Balance,20921.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,20925.0
FY17-18,Transportation,Revenue,2310,Service Charges,20973.0
FY17-18,Transportation,Revenue,2415,Miscellaneous Revenue,21252.0
FY17-18,Finance,Revenue,1010,Fines & Penalties,21956.0
FY17-18,Human Services,Revenue,2213,Interfund Transfers,22162.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,22184.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,22320.0
FY17-18,Human Services,Revenue,2195,Interfund Transfers,22373.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,23051.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,23411.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,24805.0
FY17-18,Fire,Revenue,2190,Service Charges,25000.0
FY17-18,Fire,Revenue,1010,Service Charges,25000.0
FY17-18,Public Works,Revenue,3100,Service Charges,25000.0
FY17-18,Economic & Workforce Development,Revenue,1010,Miscellaneous Revenue,25000.0
FY17-18,Human Services,Revenue,2120,Interfund Transfers,25133.0
FY17-18,City Administrator,Revenue,1010,Service Charges,25400.0
FY17-18,Economic & Workforce Development,Revenue,1010,Service Charges,25990.0
FY17-18,Non-Departmental,Revenue,6570,Interfund Transfers,26400.0
FY17-18,Housing & Community Development,Revenue,2826,Miscellaneous Revenue,26492.0
FY17-18,Human Services,Revenue,2102,Grants & Subsidies,26870.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,28407.0
FY17-18,Police,Revenue,2113,Interfund Transfers,28973.0
FY17-18,Police,Revenue,1010,Fines & Penalties,29100.0
FY17-18,Human Services,Revenue,2120,Grants & Subsidies,29484.0
FY17-18,Human Services,Revenue,2159,Interfund Transfers,29914.0
FY17-18,Human Services,Revenue,2128,Interfund Transfers,30000.0
FY17-18,City Administrator,Revenue,1010,Fines & Penalties,30000.0
FY17-18,Information Technology,Revenue,4200,Internal Service Funds,30000.0
FY17-18,Non-Departmental,Revenue,6540,Miscellaneous Revenue,30287.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,30611.0
FY17-18,Human Services,Revenue,2216,Service Charges,31823.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,32347.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,32414.0
FY17-18,Human Services,Revenue,2138,Grants & Subsidies,32500.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,32567.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,32833.0
FY17-18,Police,Revenue,2999,Interfund Transfers,33728.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,34280.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,34577.0
FY17-18,Planning & Building,Revenue,2415,Miscellaneous Revenue,35000.0
FY17-18,Human Services,Revenue,2128,Interfund Transfers,35476.0
FY17-18,City Administrator,Revenue,1010,Service Charges,35679.0
FY17-18,Public Works,Revenue,1720,Transfers from Fund Balance,35905.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,35992.0
FY17-18,Planning & Building,Revenue,2415,Service Charges,36234.0
FY17-18,Finance,Revenue,1010,Service Charges,36272.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,36512.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,37709.0
FY17-18,Economic & Workforce Development,Revenue,1010,Service Charges,37944.0
FY17-18,Transportation,Revenue,2415,Service Charges,38280.0
FY17-18,Transportation,Revenue,2230,Grants & Subsidies,38400.0
FY17-18,Transportation,Revenue,2230,Grants & Subsidies,38400.0
FY17-18,Finance,Revenue,1010,Fines & Penalties,38844.0
FY17-18,Economic & Workforce Development,Revenue,1770,Transfers from Fund Balance,39334.0
FY17-18,Transportation,Revenue,2212,Sales Tax,39532.0
FY17-18,Transportation,Revenue,3100,Service Charges,40000.0
FY17-18,Economic & Workforce Development,Revenue,1010,Service Charges,40000.0
FY17-18,Transportation,Revenue,2415,Service Charges,41493.0
FY17-18,Parks & Recreation,Revenue,1820,Interfund Transfers,41847.0
FY17-18,Planning & Building,Revenue,2415,Licenses & Permits,42297.0
FY17-18,Human Services,Revenue,2216,Interfund Transfers,43462.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,43467.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,44934.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,45304.0
FY17-18,Human Services,Revenue,2108,Interfund Transfers,46028.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,46103.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,46103.0
FY17-18,Police,Revenue,1010,Licenses & Permits,47221.0
FY17-18,Transportation,Revenue,2415,Licenses & Permits,47924.0
FY17-18,Human Services,Revenue,2160,Grants & Subsidies,48118.0
FY17-18,Fire,Revenue,2160,Grants & Subsidies,50000.0
FY17-18,Fire,Revenue,1010,Service Charges,50000.0
FY17-18,Fire,Revenue,2160,Grants & Subsidies,50000.0
FY17-18,Public Works,Revenue,4100,Licenses & Permits,50000.0
FY17-18,Housing & Community Development,Revenue,2108,Interest Income,50000.0
FY17-18,Police,Revenue,1010,Licenses & Permits,50335.0
FY17-18,Non-Departmental,Revenue,1100,Interfund Transfers,51529.0
FY17-18,Parks & Recreation,Revenue,1820,Service Charges,51625.0
FY17-18,Public Works,Revenue,2310,Licenses & Permits,52000.0
FY17-18,Police,Revenue,2113,Interfund Transfers,52172.0
