budget_year,department,fund_code,account_type,account_category,amount
FY19,Adminitrative Services,1010,Expense,Personnel Services,311446
FY19,Adminitrative Services,1010,Expense,Personnel Services,23809
FY19,Adminitrative Services,1010,Expense,Personnel Services,64800
FY19,Adminitrative Services,1010,Expense,Personnel Services,38839
FY19,Adminitrative Services,1010,Expense,Personnel Services,71412
FY19,Adminitrative Services,1010,Expense,Personnel Services,436
FY19,Adminitrative Services,1010,Expense,Supplies,30000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,332000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,1500
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,600
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,1000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,8000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,1500
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,14940
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,292661
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,74000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,55000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,33246
FY19,Adminitrative Services,1010,Expense,Personnel Services,130390
FY19,Adminitrative Services,1010,Expense,Personnel Services,9969
FY19,Adminitrative Services,1010,Expense,Personnel Services,27360
FY19,Adminitrative Services,1010,Expense,Personnel Services,16184
FY19,Adminitrative Services,1010,Expense,Personnel Services,29775
FY19,Adminitrative Services,1010,Expense,Personnel Services,180
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,1500
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,870
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,5364
FY19,Adminitrative Services,1010,Expense,Personnel Services,328462
FY19,Adminitrative Services,1010,Expense,Personnel Services,25118
FY19,Adminitrative Services,1010,Expense,Personnel Services,72000
FY19,Adminitrative Services,1010,Expense,Personnel Services,40622
FY19,Adminitrative Services,1010,Expense,Personnel Services,74662
FY19,Adminitrative Services,1010,Expense,Personnel Services,451
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,42220
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,40000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,2400
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,15000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,8940
FY19,Adminitrative Services,6770,Expense,Personnel Services,174904
FY19,Adminitrative Services,6770,Expense,Personnel Services,13365
FY19,Adminitrative Services,6770,Expense,Personnel Services,33840
FY19,Adminitrative Services,6770,Expense,Personnel Services,21749
FY19,Adminitrative Services,6770,Expense,Personnel Services,39984
FY19,Adminitrative Services,6770,Expense,Personnel Services,240
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,881737
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,26355529
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,100000
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,35154
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,18000
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,459
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,8271
FY19,Adminitrative Services,6770,Expense,Other Financing,186073
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,25000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,41103
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,100000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,18746
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,10000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,2500
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,980
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,4000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,93515
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,17333
FY19,Adminitrative Services,1010,Expense,Capital Outlays,5000
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,702512
FY19,Adminitrative Services,6770,Expense,Other Services and Charges,586140
FY19,Adminitrative Services,1010,Expense,Personnel Services,263017
FY19,Adminitrative Services,1010,Expense,Personnel Services,20125
FY19,Adminitrative Services,1010,Expense,Personnel Services,43200
FY19,Adminitrative Services,1010,Expense,Personnel Services,32795
FY19,Adminitrative Services,1010,Expense,Personnel Services,60316
FY19,Adminitrative Services,1010,Expense,Personnel Services,372
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,75000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,1200
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,435
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,3000
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,33403
FY19,Adminitrative Services,1010,Expense,Other Services and Charges,6364
FY19,Adminitrative Services,6771,Expense,Personnel Services,27936
FY19,Adminitrative Services,6771,Expense,Personnel Services,2136
FY19,Adminitrative Services,6771,Expense,Personnel Services,5760
FY19,Adminitrative Services,6771,Expense,Personnel Services,3444
FY19,Adminitrative Services,6771,Expense,Personnel Services,6336
FY19,Adminitrative Services,6771,Expense,Personnel Services,36
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,50000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,780
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,1786
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,2004
FY19,Adminitrative Services,6771,Expense,Personnel Services,111756
FY19,Adminitrative Services,6771,Expense,Personnel Services,8556
FY19,Adminitrative Services,6771,Expense,Personnel Services,21600
FY19,Adminitrative Services,6771,Expense,Personnel Services,13860
FY19,Adminitrative Services,6771,Expense,Personnel Services,25488
FY19,Adminitrative Services,6771,Expense,Personnel Services,156
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,150000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,225000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,100000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,500000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,75000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,200000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,1725
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,3006
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,160000
FY19,Adminitrative Services,6771,Expense,Personnel Services,117348
FY19,Adminitrative Services,6771,Expense,Personnel Services,8977
FY19,Adminitrative Services,6771,Expense,Personnel Services,21600
FY19,Adminitrative Services,6771,Expense,Personnel Services,14549
FY19,Adminitrative Services,6771,Expense,Personnel Services,26743
FY19,Adminitrative Services,6771,Expense,Personnel Services,168
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,39417
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,13715
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,1153362
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,100000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,600000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,100000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,3006
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,75000
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,26585
FY19,Adminitrative Services,6771,Expense,Other Services and Charges,12610
FY19,Adminitrative Services,6771,Expense,Other Financing,128337
FY19,Attorney's Office,1010,Expense,Other Services and Charges,23753
FY19,Attorney's Office,1010,Expense,Other Services and Charges,1500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,2450
FY19,Attorney's Office,1010,Expense,Other Services and Charges,80591
FY19,Attorney's Office,1010,Expense,Other Services and Charges,867
FY19,Attorney's Office,1010,Expense,Other Services and Charges,29478
FY19,Attorney's Office,1010,Expense,Other Services and Charges,74923
FY19,Attorney's Office,1010,Expense,Capital Outlays,10000
FY19,Attorney's Office,1010,Expense,Personnel Services,468260
FY19,Attorney's Office,1010,Expense,Personnel Services,35805
FY19,Attorney's Office,1010,Expense,Personnel Services,86400
FY19,Attorney's Office,1010,Expense,Personnel Services,58381
FY19,Attorney's Office,1010,Expense,Personnel Services,107381
FY19,Attorney's Office,1010,Expense,Personnel Services,651
FY19,Attorney's Office,1010,Expense,Supplies,18000
FY19,Attorney's Office,1010,Expense,Supplies,250
FY19,Attorney's Office,1010,Expense,Other Services and Charges,12000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,4000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,3000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,2500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,2000
FY19,Attorney's Office,1010,Expense,Capital Outlays,2000
FY19,Attorney's Office,1010,Expense,Personnel Services,644085
FY19,Attorney's Office,1010,Expense,Personnel Services,49276
FY19,Attorney's Office,1010,Expense,Personnel Services,86400
FY19,Attorney's Office,1010,Expense,Personnel Services,80328
FY19,Attorney's Office,1010,Expense,Personnel Services,147693
FY19,Attorney's Office,1010,Expense,Personnel Services,902
FY19,Attorney's Office,1010,Expense,Supplies,20000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,35000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,46252
FY19,Attorney's Office,1010,Expense,Other Services and Charges,435
FY19,Attorney's Office,1010,Expense,Other Services and Charges,200
FY19,Attorney's Office,1010,Expense,Other Services and Charges,4000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,2600
FY19,Attorney's Office,1010,Expense,Other Services and Charges,2500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,2500
FY19,Attorney's Office,1010,Expense,Personnel Services,355332
FY19,Attorney's Office,1010,Expense,Personnel Services,27183
FY19,Attorney's Office,1010,Expense,Personnel Services,72000
FY19,Attorney's Office,1010,Expense,Personnel Services,44187
FY19,Attorney's Office,1010,Expense,Personnel Services,81258
FY19,Attorney's Office,1010,Expense,Personnel Services,489
FY19,Attorney's Office,1010,Expense,Supplies,12000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,5000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,4500
FY19,Attorney's Office,1010,Expense,Other Services and Charges,3000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,975
FY19,Attorney's Office,1010,Expense,Other Services and Charges,1000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,1000
FY19,Attorney's Office,1010,Expense,Other Services and Charges,1800
FY19,Authorities,2430,Expense,Personnel Services,202490
FY19,Authorities,2430,Expense,Personnel Services,15480
FY19,Authorities,2430,Expense,Personnel Services,37584
FY19,Authorities,2430,Expense,Personnel Services,25034
FY19,Authorities,2430,Expense,Personnel Services,46035
FY19,Authorities,2430,Expense,Personnel Services,276
FY19,Authorities,2430,Expense,Supplies,1150
FY19,Authorities,2430,Expense,Other Services and Charges,27490
FY19,Authorities,2430,Expense,Other Services and Charges,9343
FY19,Authorities,2430,Expense,Other Services and Charges,1050
FY19,Authorities,2430,Expense,Other Services and Charges,250
FY19,Authorities,2430,Expense,Other Services and Charges,720
FY19,Authorities,2430,Expense,Other Services and Charges,500
FY19,Authorities,2430,Expense,Other Services and Charges,2000
FY19,Authorities,2430,Expense,Other Services and Charges,4250
FY19,Authorities,2430,Expense,Other Services and Charges,900
FY19,Authorities,2430,Expense,Other Services and Charges,1800
FY19,Authorities,2430,Expense,Other Services and Charges,12438
FY19,Authorities,2430,Expense,Other Services and Charges,4750
FY19,Authorities,2430,Expense,Other Services and Charges,10374
FY19,Authorities,2430,Expense,Debt Service,163000
FY19,Authorities,2430,Expense,Debt Service,73960
FY19,Authorities,2430,Expense,Other Financing,34567
FY19,Authorities,2431,Expense,Other Services and Charges,570015
FY19,Authorities,2430,Expense,Other Services and Charges,5957451
FY19,Authorities,7813,Expense,Supplies,15000
FY19,Authorities,7813,Expense,Other Services and Charges,1000
FY19,Authorities,7813,Expense,Other Services and Charges,5000
FY19,Authorities,7813,Expense,Other Services and Charges,10000
FY19,Authorities,2484,Expense,Personnel Services,32460
FY19,Authorities,2484,Expense,Personnel Services,2484
FY19,Authorities,2484,Expense,Personnel Services,4752
FY19,Authorities,2484,Expense,Personnel Services,4008
FY19,Authorities,2484,Expense,Personnel Services,7368
FY19,Authorities,2484,Expense,Personnel Services,48
FY19,Authorities,2483,Expense,Supplies,4300
FY19,Authorities,2484,Expense,Supplies,252069
FY19,Authorities,2483,Expense,Other Services and Charges,50000
FY19,Authorities,2484,Expense,Other Services and Charges,756207
FY19,Authorities,2484,Expense,Other Services and Charges,37863
FY19,Authorities,2484,Expense,Other Services and Charges,12450
FY19,Authorities,2482,Expense,Debt Service,5734554
FY19,Authorities,2484,Expense,Debt Service,279250
FY19,Authorities,2482,Expense,Debt Service,1914646
FY19,Authorities,2484,Expense,Debt Service,60757
FY19,Authorities,2484,Expense,Debt Service,1250
FY19,Authorities,2484,Expense,Other Financing,75000
FY19,Authorities,2484,Expense,Other Financing,98763
FY19,Authorities,2484,Expense,Supplies,500000
FY19,Authorities,2483,Expense,Other Services and Charges,255000
FY19,Authorities,2484,Expense,Other Services and Charges,350000
FY19,Authorities,2483,Expense,Other Services and Charges,5000
FY19,Authorities,2483,Expense,Other Services and Charges,42000
FY19,Authorities,2484,Expense,Other Services and Charges,150000
FY19,Authorities,2484,Expense,Capital Outlays,350000
FY19,Authorities,2483,Expense,Supplies,335000
FY19,Authorities,2483,Expense,Other Services and Charges,171000
FY19,Authorities,2484,Expense,Other Services and Charges,421000
FY19,Authorities,2483,Expense,Other Services and Charges,170000
FY19,Authorities,2483,Expense,Other Services and Charges,10000
FY19,Authorities,2483,Expense,Other Services and Charges,10000
FY19,Authorities,2484,Expense,Other Services and Charges,340000
FY19,Authorities,2484,Expense,Other Services and Charges,425000
FY19,Authorities,2484,Expense,Other Services and Charges,971250
FY19,Authorities,2484,Expense,Other Services and Charges,80000
FY19,Authorities,2481,Expense,Capital Outlays,9207
FY19,Authorities,2484,Expense,Capital Outlays,2035000
FY19,Authorities,2483,Expense,Debt Service,207883
FY19,Authorities,7900,Expense,Supplies,1016127
FY19,Authorities,7900,Expense,Other Services and Charges,4751126
FY19,Authorities,7900,Expense,Other Services and Charges,409760
FY19,Authorities,7900,Expense,Capital Outlays,25000
FY19,Authorities,7900,Expense,Debt Service,420713
FY19,Authorities,7900,Expense,Other Financing,5402
FY19,Authorities,2500,Expense,Personnel Services,97135
FY19,Authorities,2500,Expense,Personnel Services,7429
FY19,Authorities,2500,Expense,Personnel Services,18000
FY19,Authorities,2500,Expense,Personnel Services,12055
FY19,Authorities,2500,Expense,Personnel Services,22159
FY19,Authorities,2500,Expense,Personnel Services,136
FY19,Authorities,2500,Expense,Supplies,979
FY19,Authorities,2500,Expense,Other Services and Charges,43044
FY19,Authorities,2500,Expense,Other Services and Charges,8112
FY19,Authorities,2500,Expense,Other Services and Charges,309
FY19,Authorities,2500,Expense,Other Services and Charges,3278
FY19,Authorities,2500,Expense,Other Services and Charges,721
FY19,Authorities,2500,Expense,Other Services and Charges,478
FY19,Authorities,2500,Expense,Other Services and Charges,8292
FY19,Authorities,2500,Expense,Other Services and Charges,4345
FY19,Authorities,2500,Expense,Other Services and Charges,5196
FY19,Authorities,2500,Expense,Other Financing,22030
FY19,Authorities,2500,Expense,Other Services and Charges,850000
FY19,Authorities,2500,Expense,Other Services and Charges,25000
FY19,Authorities,2500,Expense,Capital Outlays,285000
FY19,Authorities,2470,Expense,Personnel Services,2940
FY19,Authorities,2470,Expense,Personnel Services,228
FY19,Authorities,2470,Expense,Personnel Services,432
FY19,Authorities,2470,Expense,Personnel Services,360
FY19,Authorities,2470,Expense,Personnel Services,672
FY19,Authorities,2470,Expense,Supplies,6500
FY19,Authorities,2470,Expense,Other Services and Charges,10923
FY19,Authorities,2470,Expense,Other Services and Charges,58947
FY19,Authorities,2470,Expense,Other Services and Charges,802
FY19,Authorities,2470,Expense,Debt Service,34200
FY19,Authorities,2470,Expense,Debt Service,3677
FY19,Authorities,2470,Expense,Other Financing,22872
FY19,Authorities,2470,Expense,Other Services and Charges,20000
FY19,Authorities,2470,Expense,Other Services and Charges,25000
FY19,Authorities,2470,Expense,Supplies,25000
FY19,Authorities,2470,Expense,Other Services and Charges,10000
FY19,Authorities,2470,Expense,Other Services and Charges,80000
FY19,Authorities,2470,Expense,Supplies,5000
FY19,Authorities,2470,Expense,Other Services and Charges,27500
FY19,Authorities,2470,Expense,Capital Outlays,452500
FY19,Clerk's Office,1010,Expense,Personnel Services,331151
FY19,Clerk's Office,1010,Expense,Personnel Services,25339
FY19,Clerk's Office,1010,Expense,Personnel Services,57600
FY19,Clerk's Office,1010,Expense,Personnel Services,41049
FY19,Clerk's Office,1010,Expense,Personnel Services,75481
FY19,Clerk's Office,1010,Expense,Personnel Services,453
FY19,Clerk's Office,1010,Expense,Supplies,18100
FY19,Clerk's Office,1010,Expense,Supplies,300
FY19,Clerk's Office,1010,Expense,Other Services and Charges,14184
FY19,Clerk's Office,1010,Expense,Other Services and Charges,2100
FY19,Clerk's Office,1010,Expense,Other Services and Charges,5000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,6000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,1500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,600
FY19,Clerk's Office,1010,Expense,Other Services and Charges,500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,8044
FY19,Clerk's Office,1010,Expense,Other Services and Charges,86401
FY19,Clerk's Office,1010,Expense,Other Services and Charges,28080
FY19,Clerk's Office,1010,Expense,Other Services and Charges,9500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,54486
FY19,Clerk's Office,1010,Expense,Capital Outlays,30000
FY19,Clerk's Office,1010,Expense,Personnel Services,99725
FY19,Clerk's Office,1010,Expense,Personnel Services,9000
FY19,Clerk's Office,1010,Expense,Personnel Services,7621
FY19,Clerk's Office,1010,Expense,Personnel Services,28800
FY19,Clerk's Office,1010,Expense,Personnel Services,12315
FY19,Clerk's Office,1010,Expense,Personnel Services,22632
FY19,Clerk's Office,1010,Expense,Personnel Services,132
FY19,Clerk's Office,1010,Expense,Other Services and Charges,892
FY19,Clerk's Office,1010,Expense,Personnel Services,37000
FY19,Clerk's Office,1010,Expense,Personnel Services,21000
FY19,Clerk's Office,1010,Expense,Personnel Services,5164
FY19,Clerk's Office,1010,Expense,Personnel Services,200000
FY19,Clerk's Office,1010,Expense,Supplies,45000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,35000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,10000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,1500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,25000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,10000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,2000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,6000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,60004
FY19,Clerk's Office,1010,Expense,Other Services and Charges,7000
FY19,Clerk's Office,1010,Expense,Personnel Services,109721
FY19,Clerk's Office,1010,Expense,Personnel Services,8400
FY19,Clerk's Office,1010,Expense,Personnel Services,28800
FY19,Clerk's Office,1010,Expense,Personnel Services,13552
FY19,Clerk's Office,1010,Expense,Personnel Services,24923
FY19,Clerk's Office,1010,Expense,Personnel Services,155
FY19,Clerk's Office,1010,Expense,Supplies,5000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,5000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,892
FY19,Clerk's Office,1010,Expense,Personnel Services,55543
FY19,Clerk's Office,1010,Expense,Personnel Services,4249
FY19,Clerk's Office,1010,Expense,Personnel Services,14400
FY19,Clerk's Office,1010,Expense,Personnel Services,6856
FY19,Clerk's Office,1010,Expense,Personnel Services,12612
FY19,Clerk's Office,1010,Expense,Personnel Services,74
FY19,Clerk's Office,1010,Expense,Other Services and Charges,42000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,446
FY19,Clerk's Office,1010,Expense,Personnel Services,115027
FY19,Clerk's Office,1010,Expense,Personnel Services,500
FY19,Clerk's Office,1010,Expense,Personnel Services,8801
FY19,Clerk's Office,1010,Expense,Personnel Services,28800
FY19,Clerk's Office,1010,Expense,Personnel Services,14205
FY19,Clerk's Office,1010,Expense,Personnel Services,26123
FY19,Clerk's Office,1010,Expense,Personnel Services,156
FY19,Clerk's Office,1010,Expense,Supplies,16000
FY19,Clerk's Office,1010,Expense,Supplies,200
FY19,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY19,Clerk's Office,1010,Expense,Other Services and Charges,3188
FY19,Clerk's Office,1010,Expense,Other Services and Charges,137477
FY19,Clerk's Office,1010,Expense,Capital Outlays,5000
FY19,Clerk's Office,1010,Expense,Supplies,500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,2500
FY19,Clerk's Office,1010,Expense,Other Services and Charges,500
FY19,Clerk's Office,4010,Expense,Capital Outlays,150000
FY19,Community Services,1010,Expense,Personnel Services,73440
FY19,Community Services,1010,Expense,Personnel Services,5616
FY19,Community Services,1010,Expense,Personnel Services,14400
FY19,Community Services,1010,Expense,Personnel Services,9072
FY19,Community Services,1010,Expense,Personnel Services,16668
FY19,Community Services,1010,Expense,Personnel Services,96
FY19,Community Services,1010,Expense,Supplies,1500
FY19,Community Services,1010,Expense,Other Services and Charges,2256
FY19,Community Services,1010,Expense,Other Services and Charges,9196
FY19,Community Services,1010,Expense,Other Services and Charges,1213
FY19,Community Services,1010,Expense,Other Services and Charges,1956
FY19,Community Services,1010,Expense,Other Services and Charges,7774
FY19,Community Services,2733,Expense,Personnel Services,397366
FY19,Community Services,2734,Expense,Personnel Services,51350
FY19,Community Services,2733,Expense,Personnel Services,30389
FY19,Community Services,2734,Expense,Personnel Services,3932
FY19,Community Services,2733,Expense,Personnel Services,72288
FY19,Community Services,2734,Expense,Personnel Services,11232
FY19,Community Services,2733,Expense,Personnel Services,49127
FY19,Community Services,2734,Expense,Personnel Services,6342
FY19,Community Services,2733,Expense,Personnel Services,90320
FY19,Community Services,2734,Expense,Personnel Services,11665
FY19,Community Services,2733,Expense,Personnel Services,573
FY19,Community Services,2734,Expense,Personnel Services,72
FY19,Community Services,2733,Expense,Supplies,20500
FY19,Community Services,2734,Expense,Supplies,500
FY19,Community Services,2733,Expense,Supplies,100
FY19,Community Services,2733,Expense,Other Services and Charges,1798271
FY19,Community Services,2734,Expense,Other Services and Charges,938778
FY19,Community Services,2733,Expense,Other Services and Charges,31167
FY19,Community Services,2734,Expense,Other Services and Charges,215
FY19,Community Services,2733,Expense,Other Services and Charges,12206
FY19,Community Services,2734,Expense,Other Services and Charges,1578
FY19,Community Services,2733,Expense,Other Services and Charges,300
FY19,Community Services,2733,Expense,Other Services and Charges,700
FY19,Community Services,2733,Expense,Other Services and Charges,3000
FY19,Community Services,2733,Expense,Other Services and Charges,3000
FY19,Community Services,2733,Expense,Other Services and Charges,6500
FY19,Community Services,2733,Expense,Other Services and Charges,6500
FY19,Community Services,2733,Expense,Other Services and Charges,2000
FY19,Community Services,2733,Expense,Other Services and Charges,49759
FY19,Community Services,2734,Expense,Other Services and Charges,6431
FY19,Community Services,2733,Expense,Other Services and Charges,22407
FY19,Community Services,2733,Expense,Other Services and Charges,42064
FY19,Community Services,2734,Expense,Other Services and Charges,5436
FY19,Community Services,2733,Expense,Capital Outlays,3000
FY19,Community Services,2733,Expense,Other Financing,1368688
FY19,Community Services,2733,Expense,Personnel Services,150756
FY19,Community Services,2733,Expense,Personnel Services,11532
FY19,Community Services,2733,Expense,Personnel Services,33840
FY19,Community Services,2733,Expense,Personnel Services,18612
FY19,Community Services,2733,Expense,Personnel Services,34212
FY19,Community Services,2733,Expense,Personnel Services,228
FY19,Community Services,2733,Expense,Supplies,2500
FY19,Community Services,2733,Expense,Other Services and Charges,497
FY19,Community Services,2733,Expense,Other Services and Charges,492761
FY19,Community Services,2733,Expense,Other Services and Charges,4631
FY19,Community Services,2733,Expense,Other Services and Charges,300
FY19,Community Services,2733,Expense,Other Services and Charges,200
FY19,Community Services,2733,Expense,Other Services and Charges,6500
FY19,Community Services,2733,Expense,Other Services and Charges,600
