budget_year,department,account_type,fund_code,account_category,amount
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,6000000
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,1000000
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,1834208
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,4546334
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,500000
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,4934668
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,3100,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5130,Contract Services,0
FY21-22,Capital Improvement Projects,Revenue,5130,Transfers from Fund Balance,0
FY21-22,Capital Improvement Projects,Expense,5322,Contract Services,0
FY21-22,Capital Improvement Projects,Revenue,5322,Transfers from Fund Balance,2481
FY21-22,Capital Improvement Projects,Expense,5322,Contract Services,2481
FY21-22,Capital Improvement Projects,Expense,5330,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5330,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5330,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5332,Contract Services,0
FY21-22,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,-1000000
FY21-22,Capital Improvement Projects,Expense,5335,Capital Acquistions,0
FY21-22,Capital Improvement Projects,Expense,5335,Capital Acquistions,1500000
FY21-22,Capital Improvement Projects,Expense,5335,Capital Acquistions,14200000
FY21-22,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,78200000
FY21-22,Capital Improvement Projects,Expense,5335,Capital Acquistions,57500000
FY21-22,Capital Improvement Projects,Expense,5335,Capital Acquistions,2000000
FY21-22,Capital Improvement Projects,Expense,5335,Capital Acquistions,3000000
FY21-22,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,11725500
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,427500
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,525000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,675000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,1947500
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,3442500
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,800000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,655500
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,500000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,652500
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,1000000
FY21-22,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,3000000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,2000000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,1000000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,50000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,50000
FY21-22,Capital Improvement Projects,Expense,5335,Contract Services,0
FY21-22,Capital Improvement Projects,Revenue,5610,Miscellaneous Revenue,3192704
FY21-22,Capital Improvement Projects,Expense,5650,Internal Services & Work Orders,-18813
FY21-22,Capital Improvement Projects,Expense,5656,Internal Services & Work Orders,-828129
FY21-22,City Administrator,Expense,1010,Civilian Salaries,885035
FY21-22,City Administrator,Expense,1010,Civilian Salaries,262871
FY21-22,City Administrator,Expense,1010,Civilian Retirement,525448
FY21-22,City Administrator,Expense,1010,Civilian Fringe Benefits,372843
FY21-22,City Administrator,Expense,1010, Allowances & Premiums,13860
FY21-22,City Administrator,Expense,1010, Allowances & Premiums,1872
FY21-22,City Administrator,Expense,1010, Allowances & Premiums,819
FY21-22,City Administrator,Expense,1010,Services & Supplies,7000
FY21-22,City Administrator,Expense,1010,Services & Supplies,70480
FY21-22,City Administrator,Expense,1010,Services & Supplies,0
FY21-22,City Administrator,Expense,1010,Services & Supplies,5500
FY21-22,City Administrator,Expense,1010,Services & Supplies,2000
FY21-22,City Administrator,Expense,1010,Services & Supplies,9660
FY21-22,City Administrator,Expense,1010,Services & Supplies,13000
FY21-22,City Administrator,Expense,1010,Services & Supplies,1300
FY21-22,City Administrator,Expense,1010,Services & Supplies,1000
FY21-22,City Administrator,Expense,1010,Services & Supplies,480
FY21-22,City Administrator,Expense,1010,Services & Supplies,6000
FY21-22,City Administrator,Expense,1010,Services & Supplies,5000
FY21-22,City Administrator,Expense,1010,Services & Supplies,5000
FY21-22,City Administrator,Expense,1010,Contract Services,50000
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Expense,1010,Contract Services,54640
FY21-22,City Administrator,Expense,1010,Contract Services,50000
FY21-22,City Administrator,Expense,1010,Travel & Education,500
FY21-22,City Administrator,Expense,1010,Travel & Education,3000
FY21-22,City Administrator,Expense,1010,Travel & Education,750
FY21-22,City Administrator,Expense,1010,Travel & Education,2400
FY21-22,City Administrator,Expense,1010,Travel & Education,4850
FY21-22,City Administrator,Expense,1010,Travel & Education,1350
FY21-22,City Administrator,Expense,1010,Travel & Education,6963
FY21-22,City Administrator,Expense,1010,Travel & Education,11213
FY21-22,City Administrator,Expense,1010,Travel & Education,0
FY21-22,City Administrator,Expense,1010,Travel & Education,3150
FY21-22,City Administrator,Expense,1010,Travel & Education,1700
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,53621
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,196438
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,4483
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,6037
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,5991
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,5714
FY21-22,City Administrator,Expense,1010,Contract Services,150000
FY21-22,City Administrator,Expense,1010, Misc. Personnel Adjustments,-50879
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Revenue,1010,Licenses & Permits,1604361
FY21-22,City Administrator,Expense,1010,Contract Services,150000
FY21-22,City Administrator,Expense,1010,Contract Services,40000
FY21-22,City Administrator,Expense,1010,Contract Services,139629
FY21-22,City Administrator,Expense,1010,Contract Services,42385
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,2439
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,8936
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,204
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,275
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,273
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,260
FY21-22,City Administrator,Expense,1010,Contract Services,100000
FY21-22,City Administrator,Expense,1010,Contract Services,0
FY21-22,City Administrator,Expense,1010,Civilian Salaries,103188
FY21-22,City Administrator,Expense,1010,Civilian Salaries,30649
FY21-22,City Administrator,Expense,1010,Civilian Retirement,61163
FY21-22,City Administrator,Expense,1010,Civilian Fringe Benefits,43470
FY21-22,City Administrator,Expense,1010, Allowances & Premiums,2100
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,8015
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,29363
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,671
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,903
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,896
FY21-22,City Administrator,Expense,1010,Internal Services & Work Orders,855
FY21-22,City Administrator,Expense,1010,Services & Supplies,3000
FY21-22,City Administrator,Expense,1010,Services & Supplies,1700
FY21-22,City Administrator,Expense,1010,Services & Supplies,350
FY21-22,City Administrator,Expense,1010,Services & Supplies,500
FY21-22,City Administrator,Expense,1010,Services & Supplies,5000
FY21-22,City Administrator,Expense,1010,Services & Supplies,900
FY21-22,City Administrator,Expense,1010,Contract Services,5000
FY21-22,City Administrator,Expense,1010,Travel & Education,1100
FY21-22,City Administrator,Expense,1010,Travel & Education,38700
FY21-22,City Administrator,Expense,1030,Civilian Salaries,80566
FY21-22,City Administrator,Expense,1030,Civilian Salaries,23930
FY21-22,City Administrator,Expense,1030,Civilian Retirement,47755
FY21-22,City Administrator,Expense,1030,Civilian Fringe Benefits,33939
FY21-22,City Administrator,Expense,1030,Internal Services & Work Orders,3466
FY21-22,City Administrator,Expense,1030,Internal Services & Work Orders,12695
FY21-22,City Administrator,Expense,1030,Internal Services & Work Orders,290
FY21-22,City Administrator,Expense,1030,Internal Services & Work Orders,391
FY21-22,City Administrator,Expense,1030,Internal Services & Work Orders,388
FY21-22,City Administrator,Expense,1030,Internal Services & Work Orders,370
FY21-22,City Administrator,Expense,1610,Civilian Salaries,61516
FY21-22,City Administrator,Expense,1610,Civilian Salaries,18272
FY21-22,City Administrator,Expense,1610,Civilian Retirement,36544
FY21-22,City Administrator,Expense,1610,Civilian Fringe Benefits,25916
FY21-22,City Administrator,Expense,1610, Allowances & Premiums,840
FY21-22,City Administrator,Expense,1610, Allowances & Premiums,176
FY21-22,City Administrator,Expense,1610, Allowances & Premiums,205
FY21-22,City Administrator,Expense,1610,Services & Supplies,8351
FY21-22,City Administrator,Expense,1610,Services & Supplies,4730
FY21-22,City Administrator,Expense,1610,Services & Supplies,1500
FY21-22,City Administrator,Expense,1610,Contract Services,40000
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,2646
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,9693
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,222
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,298
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,296
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,282
FY21-22,City Administrator,Revenue,1610,Grants & Subsidies,1542892
FY21-22,City Administrator,Expense,1610,Civilian Salaries,24310
FY21-22,City Administrator,Expense,1610,Civilian Salaries,7220
FY21-22,City Administrator,Expense,1610,Civilian Retirement,14409
FY21-22,City Administrator,Expense,1610,Civilian Fringe Benefits,10241
FY21-22,City Administrator,Expense,1610, Allowances & Premiums,672
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,1046
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,3831
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,88
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,118
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,117
FY21-22,City Administrator,Expense,1610,Internal Services & Work Orders,112
FY21-22,City Administrator,Expense,1720,Civilian Salaries,75968
FY21-22,City Administrator,Expense,1720,Civilian Salaries,22564
FY21-22,City Administrator,Expense,1720,Civilian Retirement,45029
FY21-22,City Administrator,Expense,1720,Civilian Fringe Benefits,32005
FY21-22,City Administrator,Expense,1750,Civilian Salaries,28354
FY21-22,City Administrator,Expense,1750,Civilian Salaries,8422
FY21-22,City Administrator,Expense,1750,Civilian Retirement,16806
FY21-22,City Administrator,Expense,1750,Civilian Fringe Benefits,11946
FY21-22,City Administrator,Expense,1750,Internal Services & Work Orders,1220
FY21-22,City Administrator,Expense,1750,Internal Services & Work Orders,4468
FY21-22,City Administrator,Expense,1750,Internal Services & Work Orders,102
FY21-22,City Administrator,Expense,1750,Internal Services & Work Orders,138
FY21-22,City Administrator,Expense,1750,Internal Services & Work Orders,137
FY21-22,City Administrator,Expense,1750,Internal Services & Work Orders,130
FY21-22,City Administrator,Expense,1870,Civilian Salaries,87053
FY21-22,City Administrator,Expense,1870,Civilian Salaries,25856
FY21-22,City Administrator,Expense,1870,Civilian Retirement,51680
FY21-22,City Administrator,Expense,1870,Civilian Fringe Benefits,36673
FY21-22,City Administrator,Expense,1870, Allowances & Premiums,1260
FY21-22,City Administrator,Expense,1870, Allowances & Premiums,176
FY21-22,City Administrator,Expense,1870, Allowances & Premiums,205
FY21-22,City Administrator,Expense,1870,Internal Services & Work Orders,3745
FY21-22,City Administrator,Expense,1870,Internal Services & Work Orders,13717
FY21-22,City Administrator,Expense,1870,Internal Services & Work Orders,314
FY21-22,City Administrator,Expense,1870,Internal Services & Work Orders,422
FY21-22,City Administrator,Expense,1870,Internal Services & Work Orders,419
FY21-22,City Administrator,Expense,1870,Internal Services & Work Orders,399
FY21-22,City Administrator,Expense,2139,Civilian Salaries,105992
FY21-22,City Administrator,Expense,2139,Civilian Salaries,31481
FY21-22,City Administrator,Expense,2139,Civilian Retirement,62825
FY21-22,City Administrator,Expense,2139,Civilian Fringe Benefits,44651
FY21-22,City Administrator,Expense,2139, Allowances & Premiums,588
FY21-22,City Administrator,Expense,2139, Misc. Personnel Adjustments,-245537
FY21-22,City Administrator,Expense,2250,Services & Supplies,5604
FY21-22,City Administrator,Expense,2252,Civilian Salaries,28354
FY21-22,City Administrator,Expense,2252,Civilian Salaries,8422
FY21-22,City Administrator,Expense,2252,Civilian Retirement,16806
FY21-22,City Administrator,Expense,2252,Civilian Fringe Benefits,11946
FY21-22,City Administrator,Expense,2252,Contract Services,9879
FY21-22,City Administrator,Expense,2252,Contract Services,342564
FY21-22,City Administrator,Expense,2270,Internal Services & Work Orders,6535
FY21-22,City Administrator,Expense,2270,Internal Services & Work Orders,23940
FY21-22,City Administrator,Expense,2270,Internal Services & Work Orders,547
FY21-22,City Administrator,Expense,2270,Internal Services & Work Orders,736
FY21-22,City Administrator,Expense,2270,Internal Services & Work Orders,731
FY21-22,City Administrator,Expense,2270,Internal Services & Work Orders,697
FY21-22,City Administrator,Expense,2412,Services & Supplies,3130
FY21-22,City Administrator,Expense,2413,Civilian Salaries,20142
FY21-22,City Administrator,Expense,2413,Civilian Salaries,5982
FY21-22,City Administrator,Expense,2413,Civilian Retirement,11939
FY21-22,City Administrator,Expense,2413,Civilian Fringe Benefits,8485
FY21-22,City Administrator,Expense,2413,Internal Services & Work Orders,867
FY21-22,City Administrator,Expense,2413,Internal Services & Work Orders,3174
FY21-22,City Administrator,Expense,2413,Internal Services & Work Orders,73
FY21-22,City Administrator,Expense,2413,Internal Services & Work Orders,98
FY21-22,City Administrator,Expense,2413,Internal Services & Work Orders,97
FY21-22,City Administrator,Expense,2413,Internal Services & Work Orders,93
FY21-22,City Administrator,Expense,2415,Civilian Salaries,522427
FY21-22,City Administrator,Expense,2415,Civilian Salaries,155172
FY21-22,City Administrator,Expense,2415,Civilian Retirement,309717
FY21-22,City Administrator,Expense,2415,Civilian Fringe Benefits,220083
FY21-22,City Administrator,Expense,2415, Allowances & Premiums,8652
FY21-22,City Administrator,Expense,2415, Allowances & Premiums,117
FY21-22,City Administrator,Expense,2415, Allowances & Premiums,137
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,19401
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,71076
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,1622
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,2185
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,2168
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,2068
FY21-22,City Administrator,Expense,2415,Civilian Salaries,113415
FY21-22,City Administrator,Expense,2415,Civilian Salaries,33687
FY21-22,City Administrator,Expense,2415,Civilian Retirement,67226
FY21-22,City Administrator,Expense,2415,Civilian Fringe Benefits,47779
FY21-22,City Administrator,Expense,2415,Civilian Salaries,51659
FY21-22,City Administrator,Expense,2415,Civilian Salaries,15343
FY21-22,City Administrator,Expense,2415,Civilian Retirement,30620
FY21-22,City Administrator,Expense,2415,Civilian Fringe Benefits,21763
FY21-22,City Administrator,Expense,2415, Allowances & Premiums,1428
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,2222
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,8140
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,186
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,251
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,249
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,237
FY21-22,City Administrator,Expense,2415,Civilian Salaries,60425
FY21-22,City Administrator,Expense,2415,Civilian Salaries,17947
FY21-22,City Administrator,Expense,2415,Civilian Retirement,35816
FY21-22,City Administrator,Expense,2415,Civilian Fringe Benefits,25455
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,2599
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,9521
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,218
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,293
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,291
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,277
FY21-22,City Administrator,Expense,2415,Services & Supplies,25000
FY21-22,City Administrator,Expense,2415,Contract Services,50000
FY21-22,City Administrator,Expense,2415,Civilian Salaries,27220
FY21-22,City Administrator,Expense,2415,Civilian Salaries,8085
FY21-22,City Administrator,Expense,2415,Civilian Retirement,16134
FY21-22,City Administrator,Expense,2415,Civilian Fringe Benefits,11465
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,1171
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,4289
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,98
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,132
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,131
FY21-22,City Administrator,Expense,2415,Internal Services & Work Orders,125
FY21-22,City Administrator,Expense,2417,Contract Services,405235
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,10112
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,37043
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,846
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,1139
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,1130
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,1078
FY21-22,City Administrator,Expense,3100,Internal Services & Work Orders,0
