budget_year,department,fund_code,account_type,account_category,amount
FY18,Police,1010,Expense,Other Services and Charges,174000
FY18,Police,1010,Expense,Other Services and Charges,4800
FY18,Police,1010,Expense,Other Services and Charges,15000
FY18,Police,1010,Expense,Other Services and Charges,60484
FY18,Police,1010,Expense,Other Services and Charges,3390
FY18,Police,1010,Expense,Personal Services,1125624
FY18,Police,1010,Expense,Personal Services,5000
FY18,Police,1010,Expense,Personal Services,110862
FY18,Police,1010,Expense,Personal Services,18337
FY18,Police,1010,Expense,Personal Services,185010
FY18,Police,1010,Expense,Personal Services,230299
FY18,Police,1010,Expense,Personal Services,303793
FY18,Police,1010,Expense,Personal Services,1576
FY18,Police,1010,Expense,Personal Services,7000
FY18,Police,1010,Expense,Personal Services,16200
FY18,Police,1010,Expense,Other Services and Charges,4120
FY18,Police,1010,Expense,Other Services and Charges,12360
FY18,Police,1010,Expense,Other Services and Charges,128703
FY18,Police,1010,Expense,Personal Services,225260
FY18,Police,1010,Expense,Personal Services,23969
FY18,Police,1010,Expense,Personal Services,19066
FY18,Police,1010,Expense,Personal Services,61670
FY18,Police,1010,Expense,Personal Services,31167
FY18,Police,1010,Expense,Personal Services,60873
FY18,Police,1010,Expense,Personal Services,313
FY18,Police,1010,Expense,Other Services and Charges,24203
FY18,Police,1010,Revenue,Licenses & Permits,11000
FY18,Police,1010,Revenue,Charges for Services,30000
FY18,Police,1010,Revenue,Charges for Services,82000
FY18,Police,1010,Expense,Supplies,1000
FY18,Police,1010,Expense,Personal Services,201445
FY18,Police,1010,Expense,Personal Services,1000
FY18,Police,1010,Expense,Personal Services,18030
FY18,Police,1010,Expense,Personal Services,4902
FY18,Police,1010,Expense,Personal Services,30835
FY18,Police,1010,Expense,Personal Services,38999
FY18,Police,1010,Expense,Personal Services,53780
FY18,Police,1010,Expense,Personal Services,282
FY18,Police,1010,Expense,Personal Services,2160
FY18,Police,1010,Expense,Other Services and Charges,10000
FY18,Police,1010,Expense,Other Services and Charges,1400
FY18,Police,1010,Expense,Other Services and Charges,5000
FY18,Police,1010,Expense,Other Services and Charges,13346
FY18,Police,1010,Expense,Other Services and Charges,8233
FY18,Police,1010,Expense,Supplies,25600
FY18,Police,1010,Expense,Capital Outlays,17500
FY18,Police,1010,Expense,Personal Services,690631
FY18,Police,1010,Expense,Personal Services,2000
FY18,Police,1010,Expense,Personal Services,59052
FY18,Police,1010,Expense,Personal Services,57656
FY18,Police,1010,Expense,Personal Services,135674
FY18,Police,1010,Expense,Personal Services,94241
FY18,Police,1010,Expense,Personal Services,184067
FY18,Police,1010,Expense,Personal Services,960
FY18,Police,1010,Expense,Personal Services,2000
FY18,Police,1010,Expense,Other Services and Charges,2575
FY18,Police,1010,Expense,Other Services and Charges,40143
FY18,Police,1010,Expense,Other Services and Charges,32457
FY18,Police,1010,Expense,Supplies,275271
FY18,Police,1010,Expense,Capital Outlays,9000
FY18,Police,1010,Expense,Personal Services,219370
FY18,Police,1010,Expense,Personal Services,1000
FY18,Police,1010,Expense,Personal Services,12019
FY18,Police,1010,Expense,Personal Services,3370
FY18,Police,1010,Expense,Personal Services,37002
FY18,Police,1010,Expense,Personal Services,42318
FY18,Police,1010,Expense,Personal Services,55870
FY18,Police,1010,Expense,Personal Services,307
FY18,Police,2620,Expense,Other Services and Charges,55000
FY18,Police,2620,Revenue,State Grants,55000
FY18,Police,1010,Expense,Personal Services,353220
FY18,Police,1010,Expense,Personal Services,12019
FY18,Police,1010,Expense,Personal Services,5319
FY18,Police,1010,Expense,Personal Services,61670
FY18,Police,1010,Expense,Personal Services,66801
FY18,Police,1010,Expense,Personal Services,88255
FY18,Police,1010,Expense,Personal Services,495
FY18,Police,1010,Expense,Personal Services,1600
FY18,Police,1010,Expense,Other Services and Charges,13346
FY18,Police,1010,Expense,Personal Services,3446533
FY18,Police,1010,Expense,Personal Services,1000
FY18,Police,1010,Expense,Personal Services,317999
FY18,Police,1010,Expense,Personal Services,54228
FY18,Police,1010,Expense,Personal Services,567364
FY18,Police,1010,Expense,Personal Services,694357
FY18,Police,1010,Expense,Personal Services,916216
FY18,Police,1010,Expense,Personal Services,4825
FY18,Police,1010,Expense,Personal Services,47520
FY18,Police,1010,Expense,Other Services and Charges,49000
FY18,Police,1010,Expense,Other Services and Charges,33500
FY18,Police,1010,Expense,Other Services and Charges,9599
FY18,Police,1010,Expense,Other Services and Charges,15000
FY18,Police,1010,Expense,Other Services and Charges,197330
FY18,Police,1010,Expense,Other Services and Charges,165497
FY18,Police,1010,Expense,Supplies,13550
FY18,Police,1010,Expense,Capital Outlays,30572
FY18,Police,1010,Expense,Personal Services,435399
FY18,Police,1010,Expense,Personal Services,400000
FY18,Police,1010,Expense,Personal Services,2000
FY18,Police,1010,Expense,Personal Services,84739
FY18,Police,1010,Expense,Personal Services,13721
FY18,Police,1010,Expense,Personal Services,74004
FY18,Police,1010,Expense,Personal Services,95278
FY18,Police,1010,Expense,Personal Services,125298
FY18,Police,1010,Expense,Personal Services,16644
FY18,Police,1010,Expense,Personal Services,1080
FY18,Police,1010,Expense,Other Services and Charges,320
FY18,Police,1010,Expense,Other Services and Charges,14519
FY18,Police,1010,Expense,Other Services and Charges,57216
FY18,Police,1010,Expense,Supplies,23550
FY18,Police,1010,Expense,Capital Outlays,2500
FY18,Police,1010,Expense,Personal Services,11639088
FY18,Police,1010,Expense,Personal Services,61000
FY18,Police,1010,Expense,Personal Services,121000
FY18,Police,1010,Expense,Personal Services,1512448
FY18,Police,1010,Expense,Personal Services,193289
FY18,Police,1010,Expense,Personal Services,1948771
FY18,Police,1010,Expense,Personal Services,2461252
FY18,Police,1010,Expense,Personal Services,3269990
FY18,Police,1010,Expense,Personal Services,16293
FY18,Police,1010,Expense,Personal Services,182400
FY18,Police,1010,Expense,Personal Services,816909
FY18,Police,1010,Expense,Other Services and Charges,253336
FY18,Police,1010,Expense,Other Services and Charges,8975
FY18,Police,1010,Expense,Other Services and Charges,4435
FY18,Police,1010,Expense,Other Services and Charges,865
FY18,Police,1010,Expense,Other Services and Charges,138800
FY18,Police,1010,Expense,Other Services and Charges,686689
FY18,Police,1010,Expense,Other Services and Charges,1239993
FY18,Police,1010,Expense,Other Services and Charges,298672
FY18,Police,1010,Revenue,State Grants,215000
FY18,Police,1010,Revenue,Other Revenues,15000
FY18,Police,1010,Revenue,Other Revenues,500000
FY18,Police,1010,Revenue,Other Revenues,5000
FY18,Police,1010,Revenue,Fines & Forfeitures,349000
FY18,Police,1010,Revenue,Charges for Services,200000
FY18,Police,1010,Revenue,Other Financing Sources,167153
FY18,Police,1010,Expense,Supplies,19946
FY18,Police,1010,Expense,Capital Outlays,12600
FY18,Police,1010,Expense,Personal Services,1338264
FY18,Police,1010,Expense,Personal Services,5000
FY18,Police,1010,Expense,Personal Services,114188
FY18,Police,1010,Expense,Personal Services,21398
FY18,Police,1010,Expense,Personal Services,222012
FY18,Police,1010,Expense,Personal Services,268724
FY18,Police,1010,Expense,Personal Services,354525
FY18,Police,1010,Expense,Personal Services,1874
FY18,Police,1010,Expense,Personal Services,15000
FY18,Police,1010,Expense,Personal Services,3240
FY18,Police,1010,Expense,Other Services and Charges,1200
FY18,Police,1010,Expense,Other Services and Charges,63549
FY18,Police,1010,Expense,Other Services and Charges,393077
FY18,Police,2651,Expense,Supplies,10000
FY18,Police,2651,Expense,Capital Outlays,5000
FY18,Police,2651,Expense,Personal Services,82179
FY18,Police,2651,Expense,Personal Services,1207
FY18,Police,2651,Expense,Personal Services,12334
FY18,Police,2651,Expense,Personal Services,15161
FY18,Police,2651,Expense,Personal Services,20057
FY18,Police,2651,Expense,Personal Services,115
FY18,Police,2651,Expense,Personal Services,1080
FY18,Police,2651,Expense,Other Services and Charges,72367
FY18,Police,2651,Expense,Other Services and Charges,5000
FY18,Police,2651,Expense,Other Services and Charges,30000
FY18,Police,2651,Expense,Other Services and Charges,12000
FY18,Police,2651,Expense,Other Services and Charges,5000
FY18,Police,2651,Expense,Other Services and Charges,6000
FY18,Police,2651,Expense,Other Services and Charges,3500
FY18,Police,2651,Expense,Other Services and Charges,25667
FY18,Police,2651,Expense,Other Services and Charges,4000
FY18,Police,2651,Revenue,Federal Grants,50000
FY18,Police,2651,Revenue,Other Revenues,36667
FY18,Police,2651,Revenue,Fines & Forfeitures,190000
FY18,Police,2651,Revenue,Charges for Services,8000
FY18,Police,2651,Revenue,Charges for Services,25000
FY18,Police,2651,Revenue,Investment Income & Rentals,500
FY18,Police,1010,Expense,Supplies,304090
FY18,Police,1010,Expense,Supplies,6000
FY18,Police,1010,Expense,Capital Outlays,54195
FY18,Police,1010,Expense,Personal Services,480256
FY18,Police,1010,Expense,Personal Services,1000
FY18,Police,1010,Expense,Personal Services,40844
FY18,Police,1010,Expense,Personal Services,20164
FY18,Police,1010,Expense,Personal Services,74004
FY18,Police,1010,Expense,Personal Services,84102
FY18,Police,1010,Expense,Personal Services,127231
FY18,Police,1010,Expense,Personal Services,670
FY18,Police,1010,Expense,Personal Services,3240
FY18,Police,1010,Expense,Other Services and Charges,115000
FY18,Police,1010,Expense,Other Services and Charges,387800
FY18,Police,1010,Expense,Other Services and Charges,850000
FY18,Police,1010,Expense,Other Services and Charges,116900
FY18,Police,1010,Expense,Other Services and Charges,61150
FY18,Police,1010,Expense,Other Services and Charges,8240
FY18,Police,1010,Expense,Other Services and Charges,7000
FY18,Police,1010,Expense,Other Services and Charges,473968
FY18,Police,1010,Expense,Other Services and Charges,39346
FY18,Police,1010,Expense,Other Services and Charges,37660
FY18,Police,1010,Expense,Other Services and Charges,6000
FY18,Police,1010,Revenue,Other Financing Sources,88884
FY18,Police,2610,Expense,Supplies,16500
FY18,Police,2610,Expense,Supplies,1000
FY18,Police,2610,Expense,Capital Outlays,5000
FY18,Police,2610,Expense,Capital Outlays,3000
FY18,Police,2610,Expense,Other Financing,199858
FY18,Police,2610,Expense,Other Financing,50000
FY18,Police,2610,Expense,Other Financing,88884
FY18,Police,2610,Expense,Other Financing,-125000
FY18,Police,2610,Expense,Personal Services,2463189
FY18,Police,2610,Expense,Personal Services,15000
FY18,Police,2610,Expense,Personal Services,33495
FY18,Police,2610,Expense,Personal Services,13000
FY18,Police,2610,Expense,Personal Services,550000
FY18,Police,2610,Expense,Personal Services,236362
FY18,Police,2610,Expense,Personal Services,518028
FY18,Police,2610,Expense,Personal Services,306851
FY18,Police,2610,Expense,Personal Services,746947
FY18,Police,2610,Expense,Personal Services,4692
FY18,Police,2610,Expense,Personal Services,15000
FY18,Police,2610,Expense,Other Services and Charges,47813
FY18,Police,2610,Expense,Other Services and Charges,35000
FY18,Police,2610,Expense,Other Services and Charges,2000
FY18,Police,2610,Expense,Other Services and Charges,1500
FY18,Police,2610,Expense,Other Services and Charges,20000
FY18,Police,2610,Expense,Other Services and Charges,136723
FY18,Police,2610,Expense,Other Services and Charges,35100
FY18,Police,2610,Expense,Other Services and Charges,76487
FY18,Police,2610,Revenue,Other Financing Sources,3250929
FY18,Police,2610,Revenue,Contribution from Local Units,2245500
FY18,Treasury,1010,Revenue,Investment Income & Rentals,617716
FY18,Treasury,1510,Revenue,Investment Income & Rentals,43433
FY18,Treasury,2020,Revenue,Investment Income & Rentals,65821
FY18,Treasury,2030,Revenue,Investment Income & Rentals,13153
FY18,Treasury,2080,Revenue,Investment Income & Rentals,9992
FY18,Treasury,2081,Revenue,Investment Income & Rentals,13695
FY18,Treasury,2260,Revenue,Investment Income & Rentals,48708
FY18,Treasury,2320,Revenue,Investment Income & Rentals,4669
FY18,Treasury,2360,Revenue,Investment Income & Rentals,10947
FY18,Treasury,2430,Revenue,Investment Income & Rentals,30013
FY18,Treasury,2440,Revenue,Investment Income & Rentals,7363
FY18,Treasury,2460,Revenue,Investment Income & Rentals,5612
FY18,Treasury,2490,Revenue,Investment Income & Rentals,47420
FY18,Treasury,2610,Revenue,Investment Income & Rentals,10226
FY18,Treasury,2620,Revenue,Investment Income & Rentals,1982
FY18,Treasury,2650,Revenue,Investment Income & Rentals,12522
FY18,Treasury,2651,Revenue,Investment Income & Rentals,4321
FY18,Treasury,2710,Revenue,Investment Income & Rentals,64868
FY18,Treasury,2711,Revenue,Investment Income & Rentals,19827
FY18,Treasury,2712,Revenue,Investment Income & Rentals,5201
FY18,Treasury,4011,Revenue,Investment Income & Rentals,5205
FY18,Treasury,5080,Revenue,Investment Income & Rentals,3916
FY18,Treasury,5140,Revenue,Investment Income & Rentals,266708
FY18,Treasury,5840,Revenue,Investment Income & Rentals,8138
FY18,Treasury,5900,Revenue,Investment Income & Rentals,394460
FY18,Treasury,5910,Revenue,Investment Income & Rentals,285626
FY18,Treasury,6110,Revenue,Investment Income & Rentals,6136
FY18,Treasury,6220,Revenue,Investment Income & Rentals,29898
FY18,Treasury,6310,Revenue,Investment Income & Rentals,52120
FY18,Treasury,6610,Revenue,Investment Income & Rentals,62131
FY18,Treasury,6770,Revenue,Investment Income & Rentals,171562
FY18,Treasury,6771,Revenue,Investment Income & Rentals,85349
FY18,Treasury,6800,Revenue,Investment Income & Rentals,81645
FY18,Treasury,7371,Revenue,Investment Income & Rentals,5813
FY18,Treasury,7372,Revenue,Investment Income & Rentals,5974
FY18,Treasury,7373,Revenue,Investment Income & Rentals,4528
FY18,Treasury,7400,Revenue,Investment Income & Rentals,961
FY18,Treasury,1010,Expense,Supplies,15000
FY18,Treasury,1010,Expense,Supplies,500
FY18,Treasury,1010,Expense,Personal Services,710087
FY18,Treasury,1010,Expense,Personal Services,20000
FY18,Treasury,1010,Expense,Personal Services,55852
FY18,Treasury,1010,Expense,Personal Services,135674
FY18,Treasury,1010,Expense,Personal Services,88808
FY18,Treasury,1010,Expense,Personal Services,173455
FY18,Treasury,1010,Expense,Personal Services,1746
FY18,Treasury,1010,Expense,Other Services and Charges,75000
FY18,Treasury,1010,Expense,Other Services and Charges,62379
FY18,Treasury,1010,Expense,Other Services and Charges,14947
FY18,Treasury,1010,Expense,Other Services and Charges,250
FY18,Treasury,1010,Expense,Other Services and Charges,951
FY18,Treasury,1010,Expense,Other Services and Charges,50000
FY18,Treasury,1010,Expense,Other Services and Charges,2000
FY18,Treasury,1010,Expense,Other Services and Charges,12500
FY18,Treasury,1010,Expense,Other Services and Charges,2500
FY18,Treasury,1010,Expense,Other Services and Charges,1500
FY18,Treasury,1010,Expense,Other Services and Charges,800
FY18,Treasury,1010,Expense,Other Services and Charges,2018
FY18,Treasury,1010,Expense,Other Services and Charges,87964
FY18,Treasury,1010,Expense,Other Services and Charges,57195
FY18,Treasury,1010,Expense,Other Services and Charges,18600
FY18,Treasury,1010,Expense,Other Services and Charges,127844
FY18,Treasury,1010,Expense,Other Services and Charges,500
FY18,Treasury,1010,Revenue,Taxes,1791010
FY18,Treasury,1010,Revenue,Other Revenues,7000
FY18,Treasury,1010,Revenue,Charges for Services,295000
FY18,Treasury,1010,Revenue,Charges for Services,25300
FY18,Treasury,1010,Revenue,Taxes,10533578
FY18,Treasury,1010,Revenue,Taxes,937074
FY18,Treasury,1010,Revenue,Taxes,-34000
FY18,Treasury,1010,Revenue,Taxes,-14500
FY18,Treasury,1010,Revenue,Taxes,60353
FY18,Treasury,1010,Revenue,Taxes,23895
FY18,Treasury,1010,Revenue,Taxes,424727
FY18,Treasury,1010,Revenue,Taxes,52300
FY18,Treasury,1010,Revenue,Taxes,10000
FY18,Treasury,2081,Revenue,Taxes,3628137
FY18,Treasury,2081,Revenue,Taxes,322761
FY18,Treasury,2081,Revenue,Taxes,-11000
FY18,Treasury,2081,Revenue,Taxes,-4900
FY18,Treasury,2081,Revenue,Taxes,20787
FY18,Treasury,2081,Revenue,Taxes,8230
FY18,Treasury,2081,Revenue,Taxes,16000
FY18,Treasury,2260,Revenue,Taxes,5981473
FY18,Treasury,2260,Revenue,Taxes,532116
FY18,Treasury,2260,Revenue,Taxes,-18000
FY18,Treasury,2260,Revenue,Taxes,-8000
FY18,Treasury,2260,Revenue,Taxes,34271
FY18,Treasury,2260,Revenue,Taxes,13569
FY18,Treasury,2260,Revenue,Taxes,68985
FY18,Treasury,2260,Revenue,Taxes,29400
FY18,Treasury,2710,Revenue,Taxes,7674229
FY18,Treasury,2710,Revenue,Taxes,682704
FY18,Treasury,2710,Revenue,Taxes,-23700
FY18,Treasury,2710,Revenue,Taxes,-11000
FY18,Treasury,2710,Revenue,Taxes,43969
FY18,Treasury,2710,Revenue,Taxes,17409
FY18,Treasury,2710,Revenue,Taxes,89370
FY18,Treasury,2710,Revenue,Taxes,37900
FY18,Treasury,2711,Revenue,Taxes,1408637
FY18,Treasury,2711,Revenue,Taxes,125313
FY18,Treasury,2711,Revenue,Taxes,-4300
FY18,Treasury,2711,Revenue,Taxes,-2000
FY18,Treasury,2711,Revenue,Taxes,8071
FY18,Treasury,2711,Revenue,Taxes,3195
FY18,Treasury,2711,Revenue,Taxes,16163
FY18,Treasury,2711,Revenue,Taxes,6950
FY18,Treasury,4011,Revenue,Taxes,4661208
FY18,Treasury,4011,Revenue,Taxes,409465
FY18,Treasury,4011,Revenue,Taxes,-15000
FY18,Treasury,4011,Revenue,Taxes,-4500
FY18,Treasury,4011,Revenue,Taxes,26774
FY18,Treasury,4011,Revenue,Taxes,10470
FY18,Treasury,4011,Revenue,Taxes,53895
FY18,Treasury,4011,Revenue,Taxes,22850
FY18,Treasury,1010,Expense,Supplies,3000
FY18,Treasury,1010,Expense,Other Services and Charges,59500
FY18,Treasury,1010,Expense,Other Services and Charges,6000
FY18,Treasury,1010,Expense,Other Services and Charges,500
FY18,Treasury,1010,Expense,Other Services and Charges,7500
FY18,Treasury,1010,Expense,Supplies,7000
FY18,Treasury,1010,Expense,Personal Services,150965
FY18,Treasury,1010,Expense,Personal Services,11549
FY18,Treasury,1010,Expense,Personal Services,33302
FY18,Treasury,1010,Expense,Personal Services,18876
FY18,Treasury,1010,Expense,Personal Services,36867
