budget_year,department,account_type,fund_code,account_category,amount
FY22-23,Capital Improvement Projects,Expense,2216,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,330000
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,670000
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2218,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2219,Capital Acquistions,560000
FY22-23,Capital Improvement Projects,Expense,2219,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2230,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2230,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2232,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2232,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,2244,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2244,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2244,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2420,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2421,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2421,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,2421,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,1000000
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,1000000
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,7336832
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,500000
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,1828291
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,5186186
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,856210
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,3282614
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,1023979
FY22-23,Capital Improvement Projects,Expense,3100,Contract Services,1170977
FY22-23,Capital Improvement Projects,Expense,5130,Contract Services,990000
FY22-23,Capital Improvement Projects,Revenue,5130,Transfers from Fund Balance,990000
FY22-23,Capital Improvement Projects,Expense,5322,Contract Services,0
FY22-23,Capital Improvement Projects,Revenue,5322,Transfers from Fund Balance,0
FY22-23,Capital Improvement Projects,Expense,5322,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5330,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5330,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5330,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5332,Contract Services,0
FY22-23,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,-6500000
FY22-23,Capital Improvement Projects,Expense,5335,Capital Acquistions,0
FY22-23,Capital Improvement Projects,Expense,5335,Capital Acquistions,1500000
FY22-23,Capital Improvement Projects,Expense,5335,Capital Acquistions,16800000
FY22-23,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,80800000
FY22-23,Capital Improvement Projects,Expense,5335,Capital Acquistions,57500000
FY22-23,Capital Improvement Projects,Expense,5335,Capital Acquistions,2000000
FY22-23,Capital Improvement Projects,Expense,5335,Capital Acquistions,3000000
FY22-23,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,44087825
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,14000000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,2341200
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,525000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,746000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,350000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,500000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,1000000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,645000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,815625
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,411788
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,372212
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,500000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,75000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,750000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,2000000
FY22-23,Capital Improvement Projects,Revenue,5335,Miscellaneous Revenue,2000000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,2800000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,3250000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,850000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,1740000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,1711000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,2755000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,600000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,100000
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,0
FY22-23,Capital Improvement Projects,Expense,5335,Contract Services,750000
FY22-23,Capital Improvement Projects,Revenue,5610,Miscellaneous Revenue,0
FY22-23,Capital Improvement Projects,Expense,5650,Internal Services & Work Orders,-21957
FY22-23,Capital Improvement Projects,Expense,5656,Internal Services & Work Orders,-852285
FY22-23,City Administrator,Expense,1010,Civilian Salaries,991545
FY22-23,City Administrator,Expense,1010,Civilian Salaries,294506
FY22-23,City Administrator,Expense,1010,Civilian Retirement,607899
FY22-23,City Administrator,Expense,1010,Civilian Fringe Benefits,481373
FY22-23,City Administrator,Expense,1010, Allowances & Premiums,13860
FY22-23,City Administrator,Expense,1010, Allowances & Premiums,1872
FY22-23,City Administrator,Expense,1010, Allowances & Premiums,819
FY22-23,City Administrator,Expense,1010,Services & Supplies,7000
FY22-23,City Administrator,Expense,1010,Services & Supplies,75780
FY22-23,City Administrator,Expense,1010,Services & Supplies,0
FY22-23,City Administrator,Expense,1010,Services & Supplies,5500
FY22-23,City Administrator,Expense,1010,Services & Supplies,2000
FY22-23,City Administrator,Expense,1010,Services & Supplies,9300
FY22-23,City Administrator,Expense,1010,Services & Supplies,13000
FY22-23,City Administrator,Expense,1010,Services & Supplies,1300
FY22-23,City Administrator,Expense,1010,Services & Supplies,1000
FY22-23,City Administrator,Expense,1010,Services & Supplies,480
FY22-23,City Administrator,Expense,1010,Services & Supplies,6000
FY22-23,City Administrator,Expense,1010,Services & Supplies,5000
FY22-23,City Administrator,Expense,1010,Services & Supplies,5000
FY22-23,City Administrator,Expense,1010,Contract Services,50000
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,54640
FY22-23,City Administrator,Expense,1010,Contract Services,50000
FY22-23,City Administrator,Expense,1010,Travel & Education,500
FY22-23,City Administrator,Expense,1010,Travel & Education,3000
FY22-23,City Administrator,Expense,1010,Travel & Education,750
FY22-23,City Administrator,Expense,1010,Travel & Education,2400
FY22-23,City Administrator,Expense,1010,Travel & Education,4850
FY22-23,City Administrator,Expense,1010,Travel & Education,1350
FY22-23,City Administrator,Expense,1010,Travel & Education,6963
FY22-23,City Administrator,Expense,1010,Travel & Education,11213
FY22-23,City Administrator,Expense,1010,Travel & Education,0
FY22-23,City Administrator,Expense,1010,Travel & Education,3150
FY22-23,City Administrator,Expense,1010,Travel & Education,1700
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,48027
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,204950
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,4469
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,6158
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,6079
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,5708
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010, Misc. Personnel Adjustments,0
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Revenue,1010,Licenses & Permits,1645861
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,139193
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,2185
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,9323
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,204
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,281
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,277
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,260
FY22-23,City Administrator,Expense,1010,Contract Services,0
FY22-23,City Administrator,Expense,1010,Contract Services,50000
FY22-23,City Administrator,Expense,1010,Civilian Salaries,103188
FY22-23,City Administrator,Expense,1010,Civilian Salaries,30649
FY22-23,City Administrator,Expense,1010,Civilian Retirement,63171
FY22-23,City Administrator,Expense,1010,Civilian Fringe Benefits,50095
FY22-23,City Administrator,Expense,1010, Allowances & Premiums,2100
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,7179
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,30635
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,668
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,921
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,909
FY22-23,City Administrator,Expense,1010,Internal Services & Work Orders,854
FY22-23,City Administrator,Expense,1010,Services & Supplies,3000
FY22-23,City Administrator,Expense,1010,Services & Supplies,1700
FY22-23,City Administrator,Expense,1010,Services & Supplies,350
FY22-23,City Administrator,Expense,1010,Services & Supplies,500
FY22-23,City Administrator,Expense,1010,Services & Supplies,5000
FY22-23,City Administrator,Expense,1010,Services & Supplies,900
FY22-23,City Administrator,Expense,1010,Contract Services,5000
FY22-23,City Administrator,Expense,1010,Travel & Education,1100
FY22-23,City Administrator,Expense,1010,Travel & Education,38700
FY22-23,City Administrator,Expense,1030,Civilian Salaries,80566
FY22-23,City Administrator,Expense,1030,Civilian Salaries,23930
FY22-23,City Administrator,Expense,1030,Civilian Retirement,49322
FY22-23,City Administrator,Expense,1030,Civilian Fringe Benefits,39112
FY22-23,City Administrator,Expense,1030,Internal Services & Work Orders,3104
FY22-23,City Administrator,Expense,1030,Internal Services & Work Orders,13245
FY22-23,City Administrator,Expense,1030,Internal Services & Work Orders,289
FY22-23,City Administrator,Expense,1030,Internal Services & Work Orders,398
FY22-23,City Administrator,Expense,1030,Internal Services & Work Orders,393
FY22-23,City Administrator,Expense,1030,Internal Services & Work Orders,369
FY22-23,City Administrator,Expense,1610,Civilian Salaries,61516
FY22-23,City Administrator,Expense,1610,Civilian Salaries,18272
FY22-23,City Administrator,Expense,1610,Civilian Retirement,37743
FY22-23,City Administrator,Expense,1610,Civilian Fringe Benefits,29865
FY22-23,City Administrator,Expense,1610, Allowances & Premiums,840
FY22-23,City Administrator,Expense,1610, Allowances & Premiums,176
FY22-23,City Administrator,Expense,1610, Allowances & Premiums,205
FY22-23,City Administrator,Expense,1610,Services & Supplies,8351
FY22-23,City Administrator,Expense,1610,Services & Supplies,4730
FY22-23,City Administrator,Expense,1610,Services & Supplies,1500
FY22-23,City Administrator,Expense,1610,Contract Services,40000
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,2370
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,10113
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,221
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,304
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,300
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,282
FY22-23,City Administrator,Revenue,1610,Grants & Subsidies,1542892
FY22-23,City Administrator,Expense,1610,Civilian Salaries,24310
FY22-23,City Administrator,Expense,1610,Civilian Salaries,7220
FY22-23,City Administrator,Expense,1610,Civilian Retirement,14882
FY22-23,City Administrator,Expense,1610,Civilian Fringe Benefits,11802
FY22-23,City Administrator,Expense,1610, Allowances & Premiums,672
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,937
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,3997
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,88
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,121
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,119
FY22-23,City Administrator,Expense,1610,Internal Services & Work Orders,112
FY22-23,City Administrator,Expense,1720,Civilian Salaries,75968
FY22-23,City Administrator,Expense,1720,Civilian Salaries,22564
FY22-23,City Administrator,Expense,1720,Civilian Retirement,46507
FY22-23,City Administrator,Expense,1720,Civilian Fringe Benefits,36881
FY22-23,City Administrator,Expense,1750,Civilian Salaries,28354
FY22-23,City Administrator,Expense,1750,Civilian Salaries,8422
FY22-23,City Administrator,Expense,1750,Civilian Retirement,17358
FY22-23,City Administrator,Expense,1750,Civilian Fringe Benefits,13765
FY22-23,City Administrator,Expense,1750,Internal Services & Work Orders,1093
FY22-23,City Administrator,Expense,1750,Internal Services & Work Orders,4661
FY22-23,City Administrator,Expense,1750,Internal Services & Work Orders,102
FY22-23,City Administrator,Expense,1750,Internal Services & Work Orders,141
FY22-23,City Administrator,Expense,1750,Internal Services & Work Orders,139
FY22-23,City Administrator,Expense,1750,Internal Services & Work Orders,130
FY22-23,City Administrator,Expense,1870,Civilian Salaries,87053
FY22-23,City Administrator,Expense,1870,Civilian Salaries,25856
FY22-23,City Administrator,Expense,1870,Civilian Retirement,53377
FY22-23,City Administrator,Expense,1870,Civilian Fringe Benefits,42262
FY22-23,City Administrator,Expense,1870, Allowances & Premiums,1260
FY22-23,City Administrator,Expense,1870, Allowances & Premiums,176
FY22-23,City Administrator,Expense,1870, Allowances & Premiums,205
FY22-23,City Administrator,Expense,1870,Internal Services & Work Orders,3354
FY22-23,City Administrator,Expense,1870,Internal Services & Work Orders,14311
FY22-23,City Administrator,Expense,1870,Internal Services & Work Orders,313
FY22-23,City Administrator,Expense,1870,Internal Services & Work Orders,430
FY22-23,City Administrator,Expense,1870,Internal Services & Work Orders,425
FY22-23,City Administrator,Expense,1870,Internal Services & Work Orders,399
FY22-23,City Administrator,Expense,2139,Civilian Salaries,105992
FY22-23,City Administrator,Expense,2139,Civilian Salaries,31481
FY22-23,City Administrator,Expense,2139,Civilian Retirement,64887
FY22-23,City Administrator,Expense,2139,Civilian Fringe Benefits,51455
FY22-23,City Administrator,Expense,2139, Allowances & Premiums,588
FY22-23,City Administrator,Expense,2139, Misc. Personnel Adjustments,-254403
FY22-23,City Administrator,Expense,2250,Services & Supplies,5604
FY22-23,City Administrator,Expense,2252,Civilian Salaries,28354
FY22-23,City Administrator,Expense,2252,Civilian Salaries,8422
FY22-23,City Administrator,Expense,2252,Civilian Retirement,17358
FY22-23,City Administrator,Expense,2252,Civilian Fringe Benefits,13765
FY22-23,City Administrator,Expense,2252,Contract Services,67565
FY22-23,City Administrator,Expense,2252,Contract Services,342564
FY22-23,City Administrator,Expense,2270,Internal Services & Work Orders,5853
FY22-23,City Administrator,Expense,2270,Internal Services & Work Orders,24977
FY22-23,City Administrator,Expense,2270,Internal Services & Work Orders,545
FY22-23,City Administrator,Expense,2270,Internal Services & Work Orders,751
FY22-23,City Administrator,Expense,2270,Internal Services & Work Orders,741
FY22-23,City Administrator,Expense,2270,Internal Services & Work Orders,696
FY22-23,City Administrator,Expense,2412,Services & Supplies,3130
FY22-23,City Administrator,Expense,2413,Civilian Salaries,20142
FY22-23,City Administrator,Expense,2413,Civilian Salaries,5982
FY22-23,City Administrator,Expense,2413,Civilian Retirement,12331
FY22-23,City Administrator,Expense,2413,Civilian Fringe Benefits,9778
FY22-23,City Administrator,Expense,2413,Internal Services & Work Orders,776
FY22-23,City Administrator,Expense,2413,Internal Services & Work Orders,3312
FY22-23,City Administrator,Expense,2413,Internal Services & Work Orders,73
FY22-23,City Administrator,Expense,2413,Internal Services & Work Orders,100
FY22-23,City Administrator,Expense,2413,Internal Services & Work Orders,99
FY22-23,City Administrator,Expense,2413,Internal Services & Work Orders,93
FY22-23,City Administrator,Expense,2415,Civilian Salaries,522427
FY22-23,City Administrator,Expense,2415,Civilian Salaries,155172
FY22-23,City Administrator,Expense,2415,Civilian Retirement,319883
FY22-23,City Administrator,Expense,2415,Civilian Fringe Benefits,253629
FY22-23,City Administrator,Expense,2415, Allowances & Premiums,8652
FY22-23,City Administrator,Expense,2415, Allowances & Premiums,117
FY22-23,City Administrator,Expense,2415, Allowances & Premiums,137
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,17378
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,74155
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,1617
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,2229
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,2200
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,2066
FY22-23,City Administrator,Expense,2415,Civilian Salaries,113415
FY22-23,City Administrator,Expense,2415,Civilian Salaries,33687
FY22-23,City Administrator,Expense,2415,Civilian Retirement,69432
FY22-23,City Administrator,Expense,2415,Civilian Fringe Benefits,55061
FY22-23,City Administrator,Expense,2415,Civilian Salaries,51659
FY22-23,City Administrator,Expense,2415,Civilian Salaries,15343
FY22-23,City Administrator,Expense,2415,Civilian Retirement,31625
FY22-23,City Administrator,Expense,2415,Civilian Fringe Benefits,25079
FY22-23,City Administrator,Expense,2415, Allowances & Premiums,1428
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,1990
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,8492
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,186
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,256
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,252
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,237
FY22-23,City Administrator,Expense,2415,Civilian Salaries,60425
FY22-23,City Administrator,Expense,2415,Civilian Salaries,17947
FY22-23,City Administrator,Expense,2415,Civilian Retirement,36992
FY22-23,City Administrator,Expense,2415,Civilian Fringe Benefits,29335
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,2328
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,9934
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,217
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,299
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,295
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,277
FY22-23,City Administrator,Expense,2415,Services & Supplies,25000
FY22-23,City Administrator,Expense,2415,Contract Services,50000
FY22-23,City Administrator,Expense,2415,Civilian Salaries,27220
FY22-23,City Administrator,Expense,2415,Civilian Salaries,8085
FY22-23,City Administrator,Expense,2415,Civilian Retirement,16664
FY22-23,City Administrator,Expense,2415,Civilian Fringe Benefits,13214
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,1049
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,4475
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,98
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,135
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,133
FY22-23,City Administrator,Expense,2415,Internal Services & Work Orders,125
FY22-23,City Administrator,Expense,2417,Contract Services,405235
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,9057
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,38648
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,843
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,1162
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,1147
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,1077
FY22-23,City Administrator,Expense,3100,Internal Services & Work Orders,0
