budget_year,department,account_type,fund_code,account_category,amount
FY20-21,Finance Department,Expense,1010,Civilian Salaries,75149
FY20-21,Finance Department,Expense,1010,Civilian Salaries,53739
FY20-21,Finance Department,Expense,1010,Civilian Salaries,17643
FY20-21,Finance Department,Expense,1010,Civilian Salaries,137061
FY20-21,Finance Department,Expense,1010,Civilian Salaries,378603
FY20-21,Finance Department,Expense,1010,Civilian Salaries,41712
FY20-21,Finance Department,Expense,1010,Civilian Salaries,397837
FY20-21,Finance Department,Expense,1010,Civilian Salaries,391502
FY20-21,Finance Department,Expense,1010,Civilian Salaries,295636
FY20-21,Police Department,Expense,1010,Civilian Salaries,56436
FY20-21,Police Department,Expense,1010,Civilian Salaries,80013
FY20-21,Police Department,Expense,1010,Civilian Salaries,247467
FY20-21,Police Department,Expense,1010,Civilian Salaries,157360
FY20-21,Police Department,Expense,1010,Civilian Salaries,41712
FY20-21,Police Department,Expense,1010,Civilian Salaries,46230
FY20-21,Police Department,Expense,1010,Civilian Salaries,380590
FY20-21,Police Department,Expense,1010,Civilian Salaries,363031
FY20-21,Police Department,Expense,1010,Civilian Salaries,52269
FY20-21,Police Department,Expense,1010,Civilian Salaries,197907
FY20-21,Police Department,Expense,1010,Civilian Salaries,194218
FY20-21,Police Department,Expense,1010,Civilian Salaries,297797
FY20-21,Police Department,Expense,1010,Civilian Salaries,181073
FY20-21,Police Department,Expense,1010,Civilian Salaries,1417614
FY20-21,Police Department,Expense,1010,Civilian Salaries,41712
FY20-21,Police Department,Expense,1010,Civilian Salaries,93369
FY20-21,Police Department,Expense,1010,Civilian Salaries,46230
FY20-21,Police Department,Expense,1010,Civilian Salaries,46230
FY20-21,Police Department,Expense,1010,Civilian Salaries,46230
FY20-21,Police Department,Expense,1010,Civilian Salaries,209076
FY20-21,Police Department,Expense,1010,Civilian Salaries,52269
FY20-21,Police Department,Expense,1010,Civilian Salaries,46230
FY20-21,Police Department,Expense,1010,Civilian Salaries,47139
FY20-21,Police Department,Expense,1010,Civilian Salaries,47139
FY20-21,Police Department,Expense,1010,Civilian Salaries,84020
FY20-21,Police Department,Expense,1010,Civilian Salaries,2353575
FY20-21,Police Department,Expense,1010,Civilian Salaries,75826
FY20-21,Police Department,Expense,1010,Civilian Salaries,222813
FY20-21,Police Department,Expense,1010,Civilian Salaries,215877
FY20-21,Police Department,Expense,1010,Civilian Salaries,85858
FY20-21,Police Department,Expense,1010,Civilian Salaries,1177605
FY20-21,Police Department,Expense,1010,Civilian Salaries,52269
FY20-21,Police Department,Expense,1010,Civilian Salaries,253758
FY20-21,Police Department,Expense,1010,Civilian Salaries,5548041
FY20-21,Police Department,Expense,1010,Civilian Salaries,63935
FY20-21,Police Department,Expense,1010,Civilian Salaries,46230
FY20-21,Police Department,Expense,1010,Civilian Salaries,129254
FY20-21,Police Department,Expense,1010,Civilian Salaries,532710
FY20-21,Police Department,Expense,1010,Civilian Salaries,144437
FY20-21,Police Department,Expense,1010,Civilian Salaries,655298
FY20-21,Police Department,Expense,1010,Civilian Salaries,141640
FY20-21,Police Department,Expense,1010,Civilian Salaries,43918
FY20-21,Police Department,Expense,1010,Civilian Salaries,216038
FY20-21,Police Department,Expense,1010,Civilian Salaries,143844
FY20-21,Police Department,Expense,1010,Civilian Salaries,43918
FY20-21,Police Department,Expense,1010,Civilian Salaries,760654
FY20-21,Police Department,Expense,1010,Civilian Salaries,71922
FY20-21,Police Department,Expense,1010,Civilian Salaries,104538
FY20-21,Police Department,Expense,1010,Civilian Salaries,43918
FY20-21,Police Department,Expense,1010,Civilian Salaries,383207
FY20-21,Police Department,Expense,1010,Civilian Salaries,256215
FY20-21,Police Department,Expense,1010,Civilian Salaries,198682
FY20-21,Police Department,Expense,1010,Civilian Salaries,47139
FY20-21,Police Department,Expense,1010,Civilian Salaries,191365
FY20-21,Police Department,Expense,1010,Civilian Salaries,201314
FY20-21,Police Department,Expense,1010,Civilian Salaries,47139
FY20-21,Police Department,Expense,1010,Civilian Salaries,49637
FY20-21,Police Department,Expense,1010,Civilian Salaries,245821
FY20-21,Police Department,Expense,1010,Civilian Salaries,381763
FY20-21,Police Department,Expense,1010,Civilian Salaries,52269
FY20-21,Police Department,Expense,1010,Civilian Salaries,176515
FY20-21,Police Department,Expense,1010,Civilian Salaries,260316
FY20-21,Fire Department,Expense,1010,Civilian Salaries,294005
FY20-21,Fire Department,Expense,1010,Civilian Salaries,403585
FY20-21,Fire Department,Expense,1010,Civilian Salaries,474277
FY20-21,Fire Department,Expense,1010,Civilian Salaries,65766
FY20-21,Fire Department,Expense,1010,Civilian Salaries,215947
FY20-21,Fire Department,Expense,1010,Civilian Salaries,92168
FY20-21,Fire Department,Expense,1010,Civilian Salaries,318589
FY20-21,Fire Department,Expense,1010,Civilian Salaries,159188
FY20-21,Fire Department,Expense,1010,Civilian Salaries,1520879
FY20-21,Fire Department,Expense,1010,Civilian Salaries,77393
FY20-21,Fire Department,Expense,1010,Civilian Salaries,404419
FY20-21,Fire Department,Expense,1010,Civilian Salaries,59261
FY20-21,Fire Department,Expense,1010,Civilian Salaries,199812
FY20-21,Fire Department,Expense,1010,Civilian Salaries,231875
FY20-21,Fire Department,Expense,1010,Civilian Salaries,43270
FY20-21,Fire Department,Expense,1010,Civilian Salaries,211304
FY20-21,Fire Department,Expense,1010,Civilian Salaries,190968
FY20-21,Fire Department,Expense,1010,Civilian Salaries,62701
FY20-21,Fire Department,Expense,1010,Civilian Salaries,98079
FY20-21,Fire Department,Expense,1010,Civilian Salaries,103042
FY20-21,Fire Department,Expense,1010,Civilian Salaries,125707
FY20-21,Fire Department,Expense,1010,Civilian Salaries,92182
FY20-21,Fire Department,Expense,1010,Civilian Salaries,165214
FY20-21,Fire Department,Expense,1010,Civilian Salaries,56812
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,72186
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,439649
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,11408
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,95797
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,414941
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,42188
FY20-21,Oakland Public Works Department,Expense,1010,Civilian Salaries,53887
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,150666
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,229638
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,97270
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,65175
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,83601
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,68770
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,149076
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,80013
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,511638
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,87996
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,104243
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,56587
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,53744
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,25081
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,47413
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,106161
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,678246
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,112605
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,87996
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,92631
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,24317
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,569257
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,27204
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,61932
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,50808
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,248292
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,42676
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,311207
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,161401
FY20-21,Information Technology Department,Expense,1010,Civilian Salaries,46316
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,295775
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,94307
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,35905
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,24373
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,281794
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,130659
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,94349
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,88636
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,53898
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,64358
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,58038
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,19089
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,24373
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,45269
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,25999
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,68258
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,76757
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,53898
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,19089
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,64358
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,26885
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,35043
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,26885
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,69099
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,35043
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,46110
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,89921
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,24373
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,82411
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,79269
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,53898
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,82014
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,84923
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,35848
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,45269
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,79269
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,79502
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,26885
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,82014
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,93472
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,48746
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,79269
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,53898
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,82014
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,26885
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,93886
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,84923
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,24373
FY20-21,Oakland Parks and Recreation Department,Expense,1010,Civilian Salaries,25344
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,209684
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,410425
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,48968
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,120982
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,38184
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,47731
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,133047
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,52909
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,99818
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,80031
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,68073
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,83138
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,106257
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,54089
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,56952
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,125025
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,111256
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,125025
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,175071
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,68073
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,98281
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,56952
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,120982
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,104302
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,173385
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,64673
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,170397
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,113445
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,68073
FY20-21,Oakland Public Library Department,Expense,1010,Civilian Salaries,51393
FY20-21,Race and Equity Department,Expense,1010,Civilian Salaries,260372
FY20-21,Public Ethics Commission,Expense,1010,Civilian Salaries,475912
FY20-21,Police Commission,Expense,1010,Civilian Salaries,64906
FY20-21,Police Commission,Expense,1010,Civilian Salaries,1059654
FY20-21,Police Commission,Expense,1010,Civilian Salaries,219318
FY20-21,Department of Violence Prevention,Expense,1010,Civilian Salaries,165982
FY20-21,Department of Violence Prevention,Expense,1010,Civilian Salaries,97303
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,74315
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,28696
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,17063
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,69129
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,46230
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,524049
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,59411
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,165948
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,18768
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,54501
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,20397
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,25239
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,17848
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,6006
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,9280
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,128681
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,157899
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,18198
FY20-21,Human Services Department,Expense,1010,Civilian Salaries,34033
FY20-21,Planning and Building Department,Expense,1010,Civilian Salaries,72210
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,29131
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,56436
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,29131
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,95120
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,46230
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,70310
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,80013
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,61657
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,92168
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,379137
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,80013
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,168458
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,54728
FY20-21,Economic and Workforce Development Department,Expense,1010,Civilian Salaries,54728
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,City Council,Expense,1010,Civilian Salaries,159394
FY20-21,City Council,Expense,1010,Civilian Salaries,279927
FY20-21,Department of Transportation,Expense,1010,Civilian Salaries,46230
FY20-21,Department of Transportation,Expense,1010,Civilian Salaries,41437
FY20-21,Department of Transportation,Expense,1010,Civilian Salaries,425709
FY20-21,Department of Transportation,Expense,1010,Civilian Salaries,2111386
FY20-21,City Administrator,Expense,1030,Civilian Salaries,68606
FY20-21,Finance Department,Expense,1030,Civilian Salaries,35040
FY20-21,Finance Department,Expense,1030,Civilian Salaries,9726
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,73654
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,26598
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,15202
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,20567
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,7798
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,12769
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,23097
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,15202
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,7798
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,20567
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,11066
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,46110
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,69099
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,86730
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,47427
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,245668
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,24373
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,11066
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,28396
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,15202
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,12769
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,15202
FY20-21,Oakland Parks and Recreation Department,Expense,1030,Civilian Salaries,10352
FY20-21,Human Services Department,Expense,1030,Civilian Salaries,110490
FY20-21,Human Services Department,Expense,1030,Civilian Salaries,23054
FY20-21,Human Services Department,Expense,1030,Civilian Salaries,53880
FY20-21,City Attorney,Expense,1150,Civilian Salaries,108006
FY20-21,City Attorney,Expense,1150,Civilian Salaries,129002
FY20-21,City Attorney,Expense,1150,Civilian Salaries,7922
FY20-21,Human Resources Management Department,Expense,1150,Civilian Salaries,49797
FY20-21,Human Resources Management Department,Expense,1150,Civilian Salaries,69876
FY20-21,Human Resources Management Department,Expense,1150,Civilian Salaries,157349
FY20-21,Human Resources Management Department,Expense,1150,Civilian Salaries,294980
FY20-21,Human Resources Management Department,Expense,1150,Civilian Salaries,171639
FY20-21,Finance Department,Expense,1150,Civilian Salaries,19777
FY20-21,Police Department,Expense,1150,Civilian Salaries,184527
FY20-21,Fire Department,Expense,1150,Civilian Salaries,12331
FY20-21,Oakland Public Works Department,Expense,1150,Civilian Salaries,105729
FY20-21,City Administrator,Expense,1610,Civilian Salaries,64388
FY20-21,City Administrator,Expense,1610,Civilian Salaries,37235
FY20-21,City Administrator,Expense,1610,Civilian Salaries,21829
FY20-21,City Clerk,Expense,1610,Civilian Salaries,27521
FY20-21,City Clerk,Expense,1610,Civilian Salaries,5613
FY20-21,City Attorney,Expense,1610,Civilian Salaries,14519
FY20-21,City Attorney,Expense,1610,Civilian Salaries,90310
FY20-21,City Attorney,Expense,1610,Civilian Salaries,43003
FY20-21,City Attorney,Expense,1610,Civilian Salaries,81916
FY20-21,City Attorney,Expense,1610,Civilian Salaries,70763
FY20-21,Human Resources Management Department,Expense,1610,Civilian Salaries,10216
FY20-21,Human Resources Management Department,Expense,1610,Civilian Salaries,13825
FY20-21,Finance Department,Expense,1610,Civilian Salaries,71076
FY20-21,Finance Department,Expense,1610,Civilian Salaries,105819
FY20-21,Finance Department,Expense,1610,Civilian Salaries,14670
FY20-21,Finance Department,Expense,1610,Civilian Salaries,37243
FY20-21,Finance Department,Expense,1610,Civilian Salaries,34043
FY20-21,Finance Department,Expense,1610,Civilian Salaries,52595
FY20-21,Finance Department,Expense,1610,Civilian Salaries,70301
FY20-21,Finance Department,Expense,1610,Civilian Salaries,42329
FY20-21,Economic and Workforce Development Department,Expense,1610,Civilian Salaries,45454
FY20-21,Economic and Workforce Development Department,Expense,1610,Civilian Salaries,30920
FY20-21,Economic and Workforce Development Department,Expense,1610,Civilian Salaries,55578
FY20-21,Economic and Workforce Development Department,Expense,1610,Civilian Salaries,94114
FY20-21,Economic and Workforce Development Department,Expense,1610,Civilian Salaries,38483
FY20-21,Finance Department,Expense,1700,Civilian Salaries,135111
FY20-21,Finance Department,Expense,1700,Civilian Salaries,192965
FY20-21,Finance Department,Expense,1700,Civilian Salaries,213979
FY20-21,Information Technology Department,Expense,1700,Civilian Salaries,24317
FY20-21,City Attorney,Expense,1710,Civilian Salaries,31279
FY20-21,City Attorney,Expense,1710,Civilian Salaries,133331
FY20-21,Oakland Public Works Department,Expense,1710,Civilian Salaries,179250
FY20-21,Oakland Public Works Department,Expense,1710,Civilian Salaries,20424
FY20-21,Oakland Public Works Department,Expense,1710,Civilian Salaries,553211
FY20-21,Oakland Public Works Department,Expense,1710,Civilian Salaries,269805
FY20-21,Oakland Public Works Department,Expense,1710,Civilian Salaries,71782
FY20-21,Oakland Public Works Department,Expense,1710,Civilian Salaries,112605
FY20-21,Economic and Workforce Development Department,Expense,1710,Civilian Salaries,76216
