budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,264333
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,2500
FY16-17,Expense,Police,1010,,80809
FY16-17,Expense,Police,1010,,1494
FY16-17,Expense,Police,1010,,133402
FY16-17,Expense,Police,1010,,15882
FY16-17,Expense,Police,1010,,5510
FY16-17,Expense,Police,1010,,7850
FY16-17,Expense,Police,1010,,10274
FY16-17,Expense,Police,1010,,40781
FY16-17,Expense,Police,1010,,17457
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,4250
FY16-17,Expense,Police,1010,,46214
FY16-17,Expense,Police,1010,,78513
FY16-17,Expense,Police,1010,,34591
FY16-17,Expense,Police,1010,,1058
FY16-17,Expense,Police,1010,,25901
FY16-17,Expense,Police,1010,,121368
FY16-17,Expense,Police,1010,,81260
FY16-17,Expense,Police,1010,,24001
FY16-17,Expense,Police,1010,,109602
FY16-17,Expense,Police,1010,,7359
FY16-17,Expense,Police,1010,,4420
FY16-17,Expense,Police,1010,,4616
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,106159
FY16-17,Expense,Police,1010,,341863
FY16-17,Expense,Police,1010,,297176
FY16-17,Expense,Police,2252,,146684
FY16-17,Expense,Police,1010,,37860
FY16-17,Expense,Police,1010,,45554
FY16-17,Expense,Police,1010,,8420
FY16-17,Expense,Police,2252,,13127
FY16-17,Expense,Police,1010,,15118
FY16-17,Expense,Police,1010,,39751
FY16-17,Expense,Police,1010,,16074
FY16-17,Expense,Police,1010,,144262
FY16-17,Expense,Police,1010,,58527
FY16-17,Expense,Police,1010,,178580
FY16-17,Expense,Police,1010,,127470
FY16-17,Expense,Police,1010,,202272
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,83626
FY16-17,Expense,Police,1010,,64504
FY16-17,Expense,Police,1010,,184623
FY16-17,Expense,Police,1010,,120010
FY16-17,Expense,Police,1010,,256275
FY16-17,Expense,Police,1010,,183017
FY16-17,Expense,Police,1010,,5600
FY16-17,Expense,Police,1010,,81685
FY16-17,Expense,Police,1010,,271245
FY16-17,Expense,Police,2252,,183910
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,2252,,313237
FY16-17,Expense,Police,1010,,217178
FY16-17,Expense,Police,1010,,775000
FY16-17,Expense,Police,1010,,634604
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,357212
FY16-17,Expense,Police,1010,,390824
FY16-17,Expense,Police,1010,,2400
FY16-17,Expense,Police,1010,,16074
FY16-17,Expense,Police,1010,,6698
FY16-17,Expense,Police,1010,,17663
FY16-17,Expense,Police,1010,,579230
FY16-17,Expense,Police,1010,,15750
FY16-17,Expense,Police,1010,,8700
FY16-17,Expense,Police,1010,,56920
FY16-17,Expense,Police,1010,,7432
FY16-17,Expense,Police,1010,,124569
FY16-17,Expense,Police,1010,,64329
FY16-17,Expense,Police,2252,,3200
FY16-17,Expense,Police,1010,,229822
FY16-17,Expense,Police,1010,,99714
FY16-17,Expense,Police,1010,,32913
FY16-17,Expense,Police,2252,,25818
FY16-17,Expense,Police,2252,,99840
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,45980
FY16-17,Expense,Police,1010,,17199
FY16-17,Expense,Police,1010,,29223
FY16-17,Expense,Police,1010,,43163
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,22833
FY16-17,Expense,Police,1010,,26587
FY16-17,Expense,Police,1010,,71078
FY16-17,Expense,Police,1010,,5668
FY16-17,Expense,Police,1010,,52176
FY16-17,Expense,Police,1010,,5904
FY16-17,Expense,Police,1010,,57905
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,1010,,26587
FY16-17,Expense,Police,1010,,29223
FY16-17,Expense,Police,1010,,71635
FY16-17,Expense,Police,1010,,154807
FY16-17,Expense,Police,1010,,78126
FY16-17,Expense,Police,1010,,57905
FY16-17,Expense,Police,1010,,33545
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,10598
FY16-17,Expense,Police,1010,,17199
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,40000
FY16-17,Expense,Police,1010,,125840
FY16-17,Expense,Police,1010,,48756
FY16-17,Expense,Police,1010,,15000
FY16-17,Expense,Police,1010,,15000
FY16-17,Expense,Police,1010,,9600
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,22000
FY16-17,Expense,Police,1010,,40110
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,14936
FY16-17,Expense,Police,1010,,96609
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,2000
FY16-17,Expense,Police,1010,,44358
FY16-17,Expense,Police,1010,,7850
FY16-17,Expense,Police,1010,,165000
FY16-17,Expense,Police,1010,,2000
FY16-17,Expense,Police,1010,,15000
FY16-17,Expense,Police,1010,,10000
FY16-17,Expense,Police,1010,,2760
FY16-17,Expense,Police,1010,,14350
FY16-17,Expense,Police,1010,,58929
FY16-17,Expense,Police,1010,,28695
FY16-17,Expense,Police,1010,,73401
FY16-17,Expense,Police,1010,,5600
FY16-17,Expense,Police,1010,,156278
FY16-17,Expense,Police,1010,,9358
FY16-17,Expense,Police,1010,,2520
FY16-17,Expense,Police,1010,,272335
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,44850
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,14466
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,1010,,178930
FY16-17,Expense,Police,1010,,16880
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,561374
FY16-17,Expense,Police,1010,,55346
FY16-17,Expense,Police,1010,,322860
FY16-17,Expense,Police,1010,,97683
FY16-17,Expense,Police,1010,,49298
FY16-17,Expense,Police,1010,,5358
FY16-17,Expense,Police,1010,,15901
FY16-17,Expense,Police,1010,,835070
FY16-17,Expense,Police,1010,,127530
FY16-17,Expense,Police,1010,,7359
FY16-17,Expense,Police,1010,,17928
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,262883
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,32919
FY16-17,Expense,Police,1010,,86803
FY16-17,Expense,Police,1010,,1766
FY16-17,Expense,Police,1010,,48363
FY16-17,Expense,Police,1010,,29014
FY16-17,Expense,Police,1010,,39895
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,31508
FY16-17,Expense,Police,1010,,5299
FY16-17,Expense,Police,1010,,50035
FY16-17,Expense,Police,1010,,48608
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,6698
FY16-17,Expense,Police,1010,,3534
FY16-17,Expense,Police,1010,,103277
FY16-17,Expense,Police,1010,,226642
FY16-17,Expense,Police,2411,,81260
FY16-17,Expense,Police,1010,,124741
FY16-17,Expense,Police,2252,,650
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,2411,,25901
FY16-17,Expense,Police,1010,,16037
FY16-17,Expense,Police,1010,,48363
FY16-17,Expense,Police,1010,,103277
FY16-17,Expense,Police,2411,,16460
FY16-17,Expense,Police,2411,,38053
FY16-17,Expense,Police,1010,,32919
FY16-17,Expense,Police,1010,,4370
FY16-17,Expense,Police,1010,,16368
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,2400
FY16-17,Expense,Police,2252,,2400
FY16-17,Expense,Police,1010,,2400
FY16-17,Expense,Police,1010,,110535
FY16-17,Expense,Police,2252,,146416
FY16-17,Expense,Police,1010,,10374
FY16-17,Expense,Police,1010,,483983
FY16-17,Expense,Police,1010,,9185
FY16-17,Expense,Police,1010,,17627
FY16-17,Expense,Police,1010,,266928
FY16-17,Expense,Police,2252,,11127
FY16-17,Expense,Police,1010,,5103
FY16-17,Expense,Police,1010,,4800
FY16-17,Expense,Police,1010,,154263
FY16-17,Expense,Police,2252,,116386
FY16-17,Expense,Police,1010,,71122
FY16-17,Expense,Police,1010,,223135
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,2252,,20485
FY16-17,Expense,Police,1010,,104491
FY16-17,Expense,Police,2252,,248537
FY16-17,Expense,Police,1010,,55346
FY16-17,Expense,Police,1010,,6353
FY16-17,Expense,Police,2411,,800
FY16-17,Expense,Police,2411,,43616
FY16-17,Expense,Police,1010,,135060
FY16-17,Expense,Police,1010,,7840
FY16-17,Expense,Police,1010,,75235
FY16-17,Expense,Police,1010,,236042
FY16-17,Expense,Police,2252,,79217
FY16-17,Expense,Police,1010,,130700
FY16-17,Expense,Police,1010,,34927
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,75358
FY16-17,Expense,Police,1010,,10598
FY16-17,Expense,Police,1010,,6379
FY16-17,Expense,Police,2252,,54223
FY16-17,Expense,Police,1010,,585476
FY16-17,Expense,Police,2252,,47242
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,202523
FY16-17,Expense,Police,2252,,14942
FY16-17,Expense,Police,1010,,9185
FY16-17,Expense,Police,1010,,600
FY16-17,Expense,Police,1010,,28616
FY16-17,Expense,Police,1010,,154782
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1010,,49334
FY16-17,Expense,Police,1010,,5600
FY16-17,Expense,Police,1010,,11251
FY16-17,Expense,Police,2252,,15538
FY16-17,Expense,Police,2252,,38053
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,76106
FY16-17,Expense,Police,2252,,25901
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,51293
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,51802
FY16-17,Expense,Police,2252,,1600
FY16-17,Expense,Police,2252,,69406
FY16-17,Expense,Police,2252,,12216
FY16-17,Expense,Police,1010,,274170
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,162520
FY16-17,Expense,Police,1010,,35426
FY16-17,Expense,Police,1010,,340322
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,186614
FY16-17,Expense,Police,1010,,13263
FY16-17,Expense,Police,1010,,137848
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,2252,,10716
FY16-17,Expense,Police,2252,,90581
FY16-17,Expense,Police,1010,,6379
FY16-17,Expense,Police,2252,,148213
FY16-17,Expense,Police,1010,,96022
FY16-17,Expense,Police,1010,,89660
FY16-17,Expense,Police,1010,,35623
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,1010,,249259
FY16-17,Expense,Police,1010,,97715
FY16-17,Expense,Police,1010,,13396
FY16-17,Expense,Police,1010,,72482
FY16-17,Expense,Police,1010,,432478
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,160925
FY16-17,Expense,Police,2252,,81260
FY16-17,Expense,Police,2252,,800
FY16-17,Expense,Police,1010,,6698
FY16-17,Expense,Police,1010,,413363
FY16-17,Expense,Police,1010,,107545
FY16-17,Expense,Police,1010,,31943
FY16-17,Expense,Police,1010,,54275
FY16-17,Expense,Police,1010,,170550
FY16-17,Expense,Police,1010,,234082
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,10598
FY16-17,Expense,Police,2252,,154782
FY16-17,Expense,Police,1010,,54361
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,317302
FY16-17,Expense,Police,2252,,650
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,4822
FY16-17,Expense,Police,1010,,55261
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,2252,,10716
FY16-17,Expense,Police,2252,,72482
FY16-17,Expense,Police,1010,,7200
FY16-17,Expense,Police,2252,,1600
FY16-17,Expense,Police,1010,,343907
FY16-17,Expense,Police,1010,,734399
FY16-17,Expense,Police,1010,,47499
FY16-17,Expense,Police,1010,,1475
FY16-17,Expense,Police,2252,,90279
FY16-17,Expense,Police,1010,,15380
FY16-17,Expense,Police,1010,,89180
FY16-17,Expense,Police,2252,,49334
FY16-17,Expense,Police,1010,,28244
FY16-17,Expense,Police,1010,,76106
FY16-17,Expense,Police,1010,,25878
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,29765
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,940
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,188023
FY16-17,Expense,Police,1010,,162520
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,108230
FY16-17,Expense,Police,1010,,51802
FY16-17,Expense,Police,1010,,13396
FY16-17,Expense,Police,1010,,148588
FY16-17,Expense,Police,1010,,49379
FY16-17,Expense,Police,2252,,6379
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,79866
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,1010,,2520
FY16-17,Expense,Police,1010,,98498
FY16-17,Expense,Police,1010,,3200
FY16-17,Expense,Police,1010,,101136
FY16-17,Expense,Police,1010,,17614
FY16-17,Expense,Police,1010,,47894
FY16-17,Expense,Police,1010,,14410
FY16-17,Expense,Police,1010,,5040
FY16-17,Expense,Police,1010,,26700
FY16-17,Expense,Police,2252,,24667
FY16-17,Expense,Police,2252,,77391
FY16-17,Expense,Police,2113,,42565
FY16-17,Expense,Police,1010,,5299
FY16-17,Expense,Police,1010,,9000
FY16-17,Expense,Police,2113,,28973
FY16-17,Expense,Police,2113,,189
FY16-17,Expense,Police,1010,,3215
FY16-17,Expense,Police,1010,,61379
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,1010,,125946
FY16-17,Expense,Police,2113,,6349
FY16-17,Expense,Police,1010,,581607
FY16-17,Expense,Police,1010,,15543
FY16-17,Expense,Police,1010,,90176
FY16-17,Expense,Police,1010,,104210
FY16-17,Expense,Police,1010,,3200
FY16-17,Expense,Police,1010,,4370
FY16-17,Expense,Police,2252,,45528
FY16-17,Expense,Police,2113,,18412
FY16-17,Expense,Police,1010,,150400
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,254970
FY16-17,Expense,Police,1010,,50035
FY16-17,Expense,Police,1010,,329154
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,19947
FY16-17,Expense,Police,1010,,5600
FY16-17,Expense,Police,1010,,70931
FY16-17,Expense,Police,1010,,1600
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,272358
FY16-17,Expense,Police,2252,,800
FY16-17,Expense,Police,2113,,51443
FY16-17,Expense,Police,1010,,185380
FY16-17,Expense,Police,1010,,5888
FY16-17,Expense,Police,1010,,19560
FY16-17,Expense,Police,1010,,102370
FY16-17,Expense,Police,1010,,7359
FY16-17,Expense,Police,2252,,650
FY16-17,Expense,Police,1010,,321171
FY16-17,Expense,Police,1010,,10420
FY16-17,Expense,Police,1010,,462
FY16-17,Expense,Police,2113,,928
FY16-17,Expense,Police,1010,,222536
FY16-17,Expense,Police,1010,,27607
FY16-17,Expense,Police,2252,,9185
FY16-17,Expense,Police,2252,,36241
FY16-17,Expense,Police,1010,,192567
FY16-17,Expense,Police,1010,,2272
FY16-17,Expense,Police,1010,,173702
FY16-17,Expense,Police,1010,,16350
FY16-17,Expense,Police,1010,,35600
FY16-17,Expense,Police,1010,,111299
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,2113,,90895
FY16-17,Expense,Police,1010,,24200
FY16-17,Expense,Police,1010,,2520
FY16-17,Expense,Police,1010,,78050
FY16-17,Expense,Police,1010,,70384
FY16-17,Expense,Police,1010,,21443
FY16-17,Expense,Police,1010,,924290
FY16-17,Expense,Police,2159,,37391
FY16-17,Expense,Police,1010,,10500
FY16-17,Expense,Police,1010,,975
FY16-17,Expense,Police,1010,,19509
FY16-17,Expense,Police,2159,,41098
FY16-17,Expense,Police,1010,,13800
FY16-17,Expense,Police,1010,,24360
FY16-17,Expense,Police,1010,,1831487
FY16-17,Expense,Police,2159,,16224
FY16-17,Expense,Police,1010,,40110
FY16-17,Expense,Police,1010,,58929
FY16-17,Expense,Police,1010,,4200
FY16-17,Expense,Police,1010,,3340
FY16-17,Expense,Police,1010,,5465
FY16-17,Expense,Police,1010,,42490
FY16-17,Expense,Police,1010,,125840
FY16-17,Expense,Police,1010,,840917
FY16-17,Expense,Police,1010,,7468
FY16-17,Expense,Police,2159,,24188
FY16-17,Expense,Police,1010,,1733
FY16-17,Expense,Police,1010,,11474
FY16-17,Expense,Police,1010,,48867
FY16-17,Expense,Police,1010,,54017
FY16-17,Expense,Police,1010,,1058
FY16-17,Expense,Police,1010,,12620
FY16-17,Expense,Police,2159,,81435
FY16-17,Expense,Police,1010,,2280
FY16-17,Expense,Police,1010,,22500
FY16-17,Expense,Police,1010,,30779
FY16-17,Expense,Police,2159,,5281
FY16-17,Expense,Police,1010,,543978
FY16-17,Expense,Police,2159,,-98310
FY16-17,Expense,Police,1010,,1000
FY16-17,Expense,Police,1010,,69216
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,74072
FY16-17,Expense,Police,1010,,47112
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,125840
FY16-17,Expense,Police,1010,,16595
FY16-17,Expense,Police,1010,,29238
FY16-17,Expense,Police,1010,,40110
FY16-17,Expense,Police,1010,,147808
FY16-17,Expense,Police,1010,,90883
FY16-17,Expense,Police,1010,,58929
FY16-17,Expense,Police,1010,,23970
FY16-17,Expense,Police,1010,,41030
FY16-17,Expense,Police,1010,,4000
FY16-17,Expense,Police,1010,,28860
FY16-17,Expense,Police,1010,,17627
FY16-17,Expense,Police,1010,,1515
FY16-17,Expense,Police,1010,,10374
FY16-17,Expense,Police,1010,,15000
FY16-17,Expense,Police,1010,,16037
FY16-17,Expense,Police,1010,,710
FY16-17,Expense,Police,1010,,700
FY16-17,Expense,Police,1010,,13275
FY16-17,Expense,Police,1010,,22000
FY16-17,Expense,Police,1010,,34927
FY16-17,Expense,Police,1010,,34927
FY16-17,Expense,Police,1010,,50868
FY16-17,Expense,Police,1010,,55912
FY16-17,Expense,Police,1010,,918309
FY16-17,Expense,Police,1010,,10374
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,1120
FY16-17,Expense,Police,1010,,32906
FY16-17,Expense,Police,1010,,463447
FY16-17,Expense,Police,1010,,176330
FY16-17,Expense,Police,1010,,10374
FY16-17,Expense,Police,1010,,17627
FY16-17,Expense,Police,1010,,17627
FY16-17,Expense,Police,1010,,16037
FY16-17,Expense,Police,1010,,110789
FY16-17,Expense,Police,1010,,34927
FY16-17,Expense,Police,1010,,272755
FY16-17,Expense,Police,1010,,42265
FY16-17,Expense,Police,1010,,2184
FY16-17,Expense,Police,1010,,27340
FY16-17,Expense,Police,1010,,16037
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,46456
FY16-17,Expense,Police,1010,,6552
FY16-17,Expense,Police,1010,,92052
FY16-17,Expense,Police,1010,,61260
FY16-17,Expense,Police,1010,,421640
FY16-17,Expense,Police,1010,,2184
FY16-17,Expense,Police,1010,,3250
FY16-17,Expense,Police,2411,,36478
FY16-17,Expense,Police,1010,,55289
FY16-17,Expense,Police,1010,,25386
FY16-17,Expense,Police,1010,,28261
FY16-17,Expense,Police,1010,,125439
FY16-17,Expense,Police,1010,,7359
FY16-17,Expense,Police,1010,,3993587
FY16-17,Expense,Police,1010,,6680
FY16-17,Expense,Police,1010,,8450
FY16-17,Expense,Police,1010,,27232
FY16-17,Expense,Police,1010,,85380
FY16-17,Expense,Police,2411,,92405
FY16-17,Expense,Police,1010,,1186175
FY16-17,Expense,Police,1010,,175188
FY16-17,Expense,Police,1010,,10598
FY16-17,Expense,Police,1010,,28460
FY16-17,Expense,Police,2411,,183101
FY16-17,Expense,Police,1010,,91685
FY16-17,Expense,Police,1010,,34927
FY16-17,Expense,Police,1010,,1833653
FY16-17,Expense,Police,1010,,42097
FY16-17,Expense,Police,1010,,273
FY16-17,Expense,Police,1010,,55149
FY16-17,Expense,Police,1010,,20024
FY16-17,Expense,Police,1010,,10374
FY16-17,Expense,Police,1010,,17627
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,41496
FY16-17,Expense,Police,1010,,41813
FY16-17,Expense,Police,1010,,5888
FY16-17,Expense,Police,1010,,2015454
FY16-17,Expense,Police,2411,,3586
FY16-17,Expense,Police,1010,,27903
FY16-17,Expense,Police,1010,,89290
FY16-17,Expense,Police,1010,,16037
FY16-17,Expense,Police,1010,,8470
FY16-17,Expense,Police,2411,,54384
FY16-17,Expense,Police,1010,,53790
FY16-17,Expense,Police,1010,,157479
FY16-17,Expense,Police,1010,,267870
FY16-17,Expense,Police,1010,,46271
FY16-17,Expense,Police,1010,,23000
FY16-17,Expense,Police,1010,,2400
FY16-17,Expense,Police,2411,,473
FY16-17,Expense,Police,1010,,139490
FY16-17,Expense,Police,1010,,276190
FY16-17,Expense,Police,1010,,16422
FY16-17,Expense,Police,2411,,84070
FY16-17,Expense,Police,1010,,344484
FY16-17,Expense,Police,1010,,15691
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,15691
FY16-17,Expense,Police,1010,,89350
FY16-17,Expense,Police,1010,,867427
FY16-17,Expense,Police,1010,,8070
FY16-17,Expense,Police,1010,,6698
FY16-17,Expense,Police,1010,,51424
FY16-17,Expense,Police,1010,,3095742
FY16-17,Expense,Police,1010,,300000
FY16-17,Expense,Police,1010,,9400
FY16-17,Expense,Police,1010,,15000
FY16-17,Expense,Police,1010,,3200
FY16-17,Expense,Police,1010,,36292
FY16-17,Expense,Police,1010,,240900
FY16-17,Expense,Police,1010,,2600
FY16-17,Expense,Police,1010,,30700
FY16-17,Expense,Police,1010,,735793
FY16-17,Expense,Police,1010,,344561
FY16-17,Expense,Police,1010,,2587330
FY16-17,Expense,Police,1010,,9345
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,116145
FY16-17,Expense,Police,1010,,161316
FY16-17,Expense,Police,1010,,7654
FY16-17,Expense,Police,1010,,7200
FY16-17,Expense,Police,2252,,47512
FY16-17,Expense,Police,1010,,11900
FY16-17,Expense,Police,2252,,38053
FY16-17,Expense,Police,1010,,66666
FY16-17,Expense,Police,1010,,5040
FY16-17,Expense,Police,1010,,44647
FY16-17,Expense,Police,1010,,51395
FY16-17,Expense,Police,1010,,24420
FY16-17,Expense,Police,1010,,45000
FY16-17,Expense,Police,1010,,3500
FY16-17,Expense,Police,2252,,800
FY16-17,Expense,Police,1010,,650
FY16-17,Expense,Police,1010,,17400
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,108000
FY16-17,Expense,Police,1010,,2184
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,11100
FY16-17,Expense,Police,1010,,55000
FY16-17,Expense,Police,2252,,25901
FY16-17,Expense,Police,1010,,18000
FY16-17,Expense,Police,1010,,431529
FY16-17,Expense,Police,1010,,175000
FY16-17,Expense,Police,1010,,109799
FY16-17,Expense,Police,2252,,9644
FY16-17,Expense,Police,1010,,213640
FY16-17,Expense,Police,1010,,208530
FY16-17,Expense,Police,1010,,17240
FY16-17,Expense,Police,1010,,234525
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,145196
FY16-17,Expense,Police,2252,,81260
FY16-17,Expense,Police,1010,,29223
FY16-17,Expense,Police,1010,,12630
FY16-17,Expense,Police,1010,,3500
FY16-17,Expense,Police,1010,,11000
FY16-17,Expense,Police,1150,,92874
FY16-17,Expense,Police,1150,,14744
FY16-17,Expense,Police,1010,,17771
FY16-17,Expense,Police,1010,,159966
FY16-17,Expense,Police,2411,,49640
FY16-17,Expense,Police,1010,,6670
FY16-17,Expense,Police,1010,,26587
FY16-17,Expense,Police,1010,,19533
FY16-17,Expense,Police,1150,,25052
FY16-17,Expense,Police,1010,,145535
FY16-17,Expense,Police,2411,,9889
FY16-17,Expense,Police,2411,,14744
FY16-17,Expense,Police,1010,,17199
FY16-17,Expense,Police,1150,,9889
FY16-17,Expense,Police,1010,,147780
FY16-17,Expense,Police,2411,,22792
FY16-17,Expense,Police,1150,,650
FY16-17,Expense,Police,1010,,2500
FY16-17,Expense,Police,1150,,6023
FY16-17,Expense,Police,1150,,27585
FY16-17,Expense,Police,1010,,57905
FY16-17,Expense,Police,1010,,1950
FY16-17,Expense,Police,1010,,63530
FY16-17,Expense,Police,1010,,38704
FY16-17,Expense,Police,1010,,11496
FY16-17,Expense,Police,1150,,42643
FY16-17,Expense,Police,1010,,316971
FY16-17,Expense,Police,1150,,18503
FY16-17,Expense,Police,2411,,25052
FY16-17,Expense,Police,1010,,94147
FY16-17,Expense,Police,1150,,49640
FY16-17,Expense,Police,1010,,1500
FY16-17,Expense,Police,1010,,1500
FY16-17,Expense,Police,1150,,46871
FY16-17,Expense,Police,1150,,22792
FY16-17,Expense,Police,1010,,4695
FY16-17,Expense,Police,1010,,47037
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,833326
FY16-17,Expense,Police,1010,,63312
FY16-17,Expense,Police,1010,,9185
FY16-17,Expense,Police,1010,,158651
FY16-17,Expense,Police,1010,,72712
FY16-17,Expense,Police,1010,,85820
FY16-17,Expense,Police,1010,,158365
FY16-17,Expense,Police,1010,,45266
FY16-17,Expense,Police,1010,,1607
FY16-17,Expense,Police,1010,,4200
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,1858
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,310080
FY16-17,Expense,Police,1010,,2960
FY16-17,Expense,Police,1010,,50568
FY16-17,Expense,Police,1010,,74294
FY16-17,Expense,Police,1010,,79922
FY16-17,Expense,Police,1010,,25600
FY16-17,Expense,Police,1010,,21105
FY16-17,Expense,Police,1010,,3900
FY16-17,Expense,Police,1010,,4840
FY16-17,Expense,Police,1010,,23994
FY16-17,Expense,Police,2411,,47907
FY16-17,Expense,Police,1010,,21841
FY16-17,Expense,Police,1010,,201437
FY16-17,Expense,Police,2411,,20787
FY16-17,Expense,Police,1010,,1820
FY16-17,Expense,Police,1010,,77391
FY16-17,Expense,Police,1010,,15521
FY16-17,Expense,Police,2411,,52657
FY16-17,Expense,Police,1010,,399146
FY16-17,Expense,Police,1010,,50000
FY16-17,Expense,Police,1010,,52258
FY16-17,Expense,Police,1010,,4593
FY16-17,Expense,Police,1010,,26373
FY16-17,Expense,Police,1010,,2780
FY16-17,Expense,Police,2411,,104339
FY16-17,Expense,Police,1010,,118554
FY16-17,Expense,Police,1010,,1820
FY16-17,Expense,Police,1010,,2520
FY16-17,Expense,Police,1010,,37110
FY16-17,Expense,Police,1010,,1300
FY16-17,Expense,Police,1010,,800
FY16-17,Expense,Police,1010,,43410
FY16-17,Expense,Police,2411,,250000
FY16-17,Expense,Police,1010,,183265
FY16-17,Expense,Police,2411,,38236
FY16-17,Expense,Police,2411,,17914
FY16-17,Expense,Police,1010,,36241
FY16-17,Expense,Police,1010,,24667
FY16-17,Expense,Police,2411,,30992
FY16-17,Expense,Police,1010,,33763
FY16-17,Expense,Police,1010,,73534
FY16-17,Expense,Police,2411,,5000
FY16-17,Expense,Police,1010,,100
