FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,Agency,Agency Name,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Character Class,Class Description,Account Description,Operating or Non,FY2016 Budget
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES   ,,18000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,51010007,51,Personnel Services,OVERTIME WAGES                ,,5000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112404,AIRPORTS FUEL,51124,Airport Maintenance,53040007,53,Materials and Supplies,FUEL                          ,,120000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112203,AIRPORTS FACILITY & LEASE ADMN,51122,Airport Property Mgt & Dev,51000013,51,Personnel Services,BUDGET-SALARY RESERVE         ,,14000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51000013,51,Personnel Services,BUDGET-SALARY RESERVE         ,,50665.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,51000013,51,Personnel Services,BUDGET-SALARY RESERVE         ,,91000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51000013,51,Personnel Services,BUDGET-SALARY RESERVE         ,,15000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112201,AIRPORTS ARC & ENG PLANNING,51122,Airport Property Mgt & Dev,51000013,51,Personnel Services,BUDGET-SALARY RESERVE         ,,39845.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-35763.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112106,AIRPORTS PUBLIC INFORMATION,51121,Airport Administration,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-3818.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112203,AIRPORTS FACILITY & LEASE ADMN,51122,Airport Property Mgt & Dev,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-9189.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112201,AIRPORTS ARC & ENG PLANNING,51122,Airport Property Mgt & Dev,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-12878.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-5187.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112202,AIRPORTS CONSTRUCTION,51122,Airport Property Mgt & Dev,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-7759.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-2610.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-11322.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-16602.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-20330.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-10102.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-13681.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-11618.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,52340019,52,Professional Services,BUILDING MAINTENANCE          ,,200.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52010028,52,Professional Services,MISCELLANEOUS SRVCS CONTRACTS ,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52130001,52,Professional Services,MEMBERSHIPS                   ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,53010001,53,Materials and Supplies,OFFICE SUPPLIES               ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112404,AIRPORTS FUEL,51124,Airport Maintenance,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE  ,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53010004,53,Materials and Supplies,GRAPHICS SUPPLIES             ,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53040041,53,Materials and Supplies,PAVEMENT MARKING MATERIALS    ,,89712.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112403,AIRPORTS GROUNDS MAINTENANCE,51124,Airport Maintenance,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL        ,,200.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,52100001,52,Professional Services,LICENSES                      ,,100.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112402,AIRPORTS EQUIP MAINTENANCE,51124,Airport Maintenance,53010004,53,Materials and Supplies,GRAPHICS SUPPLIES             ,,100.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51010022,51,Personnel Services,SALARY ADJUSTMENTS            ,,-26962.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112404,AIRPORTS FUEL,51124,Airport Maintenance,51000004,51,Personnel Services,BUDGET-VACANCY DISCOUNT       ,,-8565.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,52100001,52,Professional Services,LICENSES                      ,,100.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,52130001,52,Professional Services,MEMBERSHIPS                   ,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE  ,,600.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL        ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,52890001,52,Professional Services,OTHER SERVICES AND CHARGES    ,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53010001,53,Materials and Supplies,OFFICE SUPPLIES               ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53010013,53,Materials and Supplies,NON-CAPITAL OFFICE MACHINES   ,,600.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53040001,53,Materials and Supplies,JANITOR SUPPLIES              ,,400.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS    ,,20000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53040022,53,Materials and Supplies,GROUNDS IMPROVEMENT           ,,4000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53040025,53,Materials and Supplies,SMALL TOOLS & MINOR EQUIP     ,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53040031,53,Materials and Supplies,OTHER EQUIPMENT               ,,4000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53130025,53,Materials and Supplies,LANDSCAPING                   ,,2220.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53890004,53,Materials and Supplies,CLOTHING & OTHER              ,,4000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112503,OPERATIONS GENERAL AVIATION,51125,Airport General Aviation,53890022,53,Materials and Supplies,OTHER SUPPLIES                ,,11000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52370002,52,Professional Services,EMPLOYEE TRAVEL REIMBURSEMENT ,,5000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52049001,52,Professional Services,EMPLOYEE TRAINING             ,,4360.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,51130010,51,Personnel Services,MILEAGE REIMBURSEMENT         ,,700.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52000004,52,Professional Services,BUDGET-CONTINGENCY            ,,336882.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52130001,52,Professional Services,MEMBERSHIPS                   ,,4000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52310004,52,Professional Services,POSTAGE                       ,,6000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE  ,,3000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL        ,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,52890001,52,Professional Services,OTHER SERVICES AND CHARGES    ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,53010001,53,Materials and Supplies,OFFICE SUPPLIES               ,,9000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,53010013,53,Materials and Supplies,NON-CAPITAL OFFICE MACHINES   ,,1500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS    ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,53890004,53,Materials and Supplies,CLOTHING & OTHER              ,,225.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112101,AIRPORTS EXEC LEADERSHIP,51121,Airport Administration,53890022,53,Materials and Supplies,OTHER SUPPLIES                ,,6000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112201,AIRPORTS ARC & ENG PLANNING,51122,Airport Property Mgt & Dev,53890004,53,Materials and Supplies,CLOTHING & OTHER              ,,625.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,52280025,52,Professional Services,CHARGEBACK -POLICE            ,,3036441.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,53890020,53,Materials and Supplies,PHOTOGRAPHIC                  ,,100.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112301,AIRPORTS SAFETY SECURITY INSP,51123,Airport Commercial Aviation,53890022,53,Materials and Supplies,OTHER SUPPLIES                ,,7000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,51010007,51,Personnel Services,OVERTIME WAGES                ,,1300.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,52130001,52,Professional Services,MEMBERSHIPS                   ,,211.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE  ,,300.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL        ,,460.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,52890001,52,Professional Services,OTHER SERVICES AND CHARGES    ,,20.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,53010001,53,Materials and Supplies,OFFICE SUPPLIES               ,,800.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS    ,,400.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,53040025,53,Materials and Supplies,SMALL TOOLS & MINOR EQUIP     ,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,53040031,53,Materials and Supplies,OTHER EQUIPMENT               ,,200.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112302,AIRFIELD OPERATIONS COMMERCIAL,51123,Airport Commercial Aviation,53890004,53,Materials and Supplies,CLOTHING & OTHER              ,,3350.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,51010007,51,Personnel Services,OVERTIME WAGES                ,,4056.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,52070007,52,Professional Services,NATURAL GAS                   ,,18000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,52100001,52,Professional Services,LICENSES                      ,,100.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE  ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL        ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,52890001,52,Professional Services,OTHER SERVICES AND CHARGES    ,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53010001,53,Materials and Supplies,OFFICE SUPPLIES               ,,2000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS    ,,90000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53040025,53,Materials and Supplies,SMALL TOOLS & MINOR EQUIP     ,,4800.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53040031,53,Materials and Supplies,OTHER EQUIPMENT               ,,10000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53890004,53,Materials and Supplies,CLOTHING & OTHER              ,,15200.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112303,RUNWAYS & TAXIWAYS COMMERCIAL,51123,Airport Commercial Aviation,53890022,53,Materials and Supplies,OTHER SUPPLIES                ,,10000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES   ,,8000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,51010007,51,Personnel Services,OVERTIME WAGES                ,,15000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52070007,52,Professional Services,NATURAL GAS                   ,,160000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52100001,52,Professional Services,LICENSES                      ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE  ,,5000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52340019,52,Professional Services,BUILDING MAINTENANCE          ,,5000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL        ,,200.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,52890001,52,Professional Services,OTHER SERVICES AND CHARGES    ,,10000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53010001,53,Materials and Supplies,OFFICE SUPPLIES               ,,500.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53010013,53,Materials and Supplies,NON-CAPITAL OFFICE MACHINES   ,,250.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,,200.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53040001,53,Materials and Supplies,JANITOR SUPPLIES              ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS    ,,100000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53040025,53,Materials and Supplies,SMALL TOOLS & MINOR EQUIP     ,,5000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53040031,53,Materials and Supplies,OTHER EQUIPMENT               ,,1000.000
511,AIRPORTS                      ,0800,AIRPORTS CITY OPERATIONS      ,511,Airport,5112401,AIRPORTS BUILDING MAINTENANCE,51124,Airport Maintenance,53890004,53,Materials and Supplies,CLOTHING & OTHER              ,,11000.000
